,highest_market_value_in_eur,Age,npxG+xAG,PrgC,xAG,Ast,G+A,90s,Min,PrgP,Starts,MP,PrgR,Rk,Pos_MF,market_value_in_eur
267,0.1386496248958044,0.375,0.05777777777777778,0.054878048780487805,0.03424657534246575,0.0,0.038461538461538464,0.17341040462427745,0.17287917737789202,0.03754266211604096,0.14285714285714285,0.3529411764705882,0.026859504132231406,0.21334503950834066,0.0,10000000.0
268,0.03862183939983329,0.45833333333333326,0.05777777777777778,0.04878048780487805,0.07534246575342465,0.09090909090909091,0.038461538461538464,0.6098265895953757,0.6111825192802056,0.27986348122866894,0.7428571428571429,0.7941176470588235,0.028925619834710745,0.21378402107111502,1.0,7000000.0
269,0.013614893025840513,0.125,0.09333333333333334,0.27439024390243905,0.04794520547945205,0.09090909090909091,0.07692307692307693,0.3439306358381503,0.34511568123393316,0.09897610921501707,0.3142857142857143,0.5882352941176471,0.21487603305785125,0.21466198419666374,0.0,2500000.0
270,0.33314809669352596,0.7916666666666667,0.22666666666666666,0.04878048780487805,0.11643835616438356,0.18181818181818182,0.2692307692307693,0.43930635838150284,0.43926735218508994,0.06143344709897611,0.5428571428571428,0.6176470588235294,0.10537190082644629,0.21553994732221246,1.0,4000000.0
271,0.24979160878021675,0.375,0.11111111111111112,0.29878048780487804,0.1232876712328767,0.2727272727272727,0.11538461538461539,0.407514450867052,0.4061696658097686,0.5870307167235495,0.42857142857142855,0.7058823529411764,0.09090909090909091,0.21597892888498685,1.0,12000000.0
272,0.01639344262295082,0.5,0.22222222222222224,0.10975609756097561,0.04794520547945205,0.0,0.23076923076923078,0.5289017341040463,0.5295629820051413,0.05460750853242321,0.5428571428571428,0.8823529411764706,0.21694214876033058,0.21729587357330993,1.0,3000000.0
274,0.09974993053626008,0.45833333333333326,0.21333333333333335,0.23170731707317074,0.1780821917808219,0.36363636363636365,0.15384615384615385,0.5520231213872833,0.5520565552699228,0.20477815699658702,0.5428571428571428,0.9117647058823529,0.20867768595041322,0.21992976294995611,1.0,3000000.0
276,0.0013892747985551543,0.33333333333333326,0.0044444444444444444,0.006097560975609756,0.0,0.0,0.0,0.10404624277456648,0.10282776349614395,0.04778156996587031,0.08571428571428572,0.14705882352941174,0.01652892561983471,0.22168568920105355,0.0,250000.0
278,0.03862183939983329,0.45833333333333326,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0028901734104046246,0.0035347043701799484,0.0,0.02857142857142857,0.08823529411764705,0.0,0.22300263388937666,1.0,2500000.0
279,0.013614893025840513,0.7083333333333333,0.03111111111111111,0.012195121951219513,0.0136986301369863,0.0,0.038461538461538464,0.08092485549132947,0.0812982005141388,0.03754266211604096,0.08571428571428572,0.14705882352941174,0.0371900826446281,0.2247585601404741,1.0,800000.0
280,0.027507641011392057,0.625,0.16,0.09146341463414634,0.1506849315068493,0.18181818181818182,0.19230769230769232,0.6647398843930635,0.6635604113110539,0.2832764505119454,0.6,0.8529411764705882,0.08677685950413223,0.22563652326602282,1.0,1800000.0
281,0.005279244234509586,0.33333333333333326,0.008888888888888889,0.04878048780487805,0.0136986301369863,0.0,0.0,0.06647398843930635,0.06491002570694086,0.027303754266211604,0.0,0.3529411764705882,0.028925619834710745,0.2260755048287972,1.0,1000000.0
284,0.14976382328424565,0.08333333333333337,0.4266666666666667,0.676829268292683,0.3972602739726027,0.4545454545454546,0.3076923076923077,0.4942196531791908,0.49485861182519275,0.4129692832764505,0.4857142857142857,0.8529411764705882,0.45867768595041325,0.2273924495171203,1.0,27000000.0
285,0.03862183939983329,0.33333333333333326,0.10666666666666667,0.09146341463414634,0.1095890410958904,0.09090909090909091,0.038461538461538464,0.6069364161849711,0.6073264781491001,0.5597269624573379,0.6571428571428571,0.676470588235294,0.045454545454545456,0.23046532045654083,1.0,6000000.0
286,0.05529313698249514,0.16666666666666674,0.1288888888888889,0.042682926829268296,0.1780821917808219,0.36363636363636365,0.15384615384615385,0.6734104046242775,0.6748071979434447,0.28668941979522183,0.6285714285714286,0.8823529411764706,0.05165289256198347,0.2309043020193152,1.0,9000000.0
287,0.04973603778827452,0.45833333333333326,0.20444444444444443,0.21951219512195122,0.1506849315068493,0.09090909090909091,0.07692307692307693,0.5289017341040463,0.5285989717223649,0.21160409556313994,0.5428571428571428,0.8235294117647058,0.13016528925619836,0.23222124670763827,0.0,9000000.0
288,0.08307863295359823,0.08333333333333337,0.017777777777777778,0.07926829268292683,0.00684931506849315,0.0,0.0,0.07514450867052024,0.07422879177377892,0.040955631399317405,0.02857142857142857,0.29411764705882354,0.03305785123966942,0.23266022827041263,0.0,15000000.0
289,0.16643512086690748,0.25,0.45777777777777784,0.7378048780487805,0.26712328767123283,0.4545454545454546,0.42307692307692313,0.6647398843930635,0.6638817480719793,0.2354948805460751,0.6571428571428571,0.9117647058823529,0.4855371900826446,0.23309920983318702,0.0,20000000.0
290,0.01639344262295082,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,0.008670520231213872,0.008354755784061696,0.0,0.0,0.0,0.0,0.23353819139596138,0.0,3000000.0
292,0.008057793831619895,0.8333333333333333,0.12444444444444444,0.03048780487804878,0.0410958904109589,0.0,0.2692307692307693,0.2774566473988439,0.2782776349614396,0.027303754266211604,0.22857142857142856,0.7941176470588235,0.07231404958677687,0.23529411764705882,1.0,200000.0
294,0.06640733537093638,0.29166666666666674,0.0044444444444444444,0.0,0.0,0.0,0.0,0.020231213872832367,0.02024421593830334,0.006825938566552901,0.02857142857142857,0.029411764705882353,0.002066115702479339,0.237928007023705,1.0,5000000.0
295,0.06640733537093638,0.29166666666666674,0.08444444444444445,0.06097560975609756,0.0547945205479452,0.18181818181818182,0.19230769230769232,0.1676300578034682,0.16870179948586117,0.08191126279863481,0.11428571428571428,0.47058823529411764,0.08264462809917356,0.23836698858647937,1.0,5000000.0
296,0.04140038899694359,0.6666666666666667,0.008888888888888889,0.03048780487804878,0.0136986301369863,0.0,0.0,0.15895953757225434,0.15938303341902313,0.05460750853242321,0.11428571428571428,0.29411764705882354,0.006198347107438017,0.2414398595258999,1.0,800000.0
297,0.027507641011392057,0.29166666666666674,0.08888888888888889,0.12804878048780488,0.0958904109589041,0.09090909090909091,0.07692307692307693,0.21676300578034682,0.2172236503856041,0.09556313993174062,0.22857142857142856,0.38235294117647056,0.08677685950413223,0.242756804214223,1.0,4000000.0
299,0.027507641011392057,0.16666666666666674,0.26666666666666666,0.07926829268292683,0.0958904109589041,0.18181818181818182,0.23076923076923078,0.4508670520231214,0.45212082262210795,0.07167235494880546,0.45714285714285713,0.8529411764705882,0.2334710743801653,0.24451273046532046,0.0,5000000.0
300,0.013614893025840513,0.29166666666666674,0.15555555555555556,0.16463414634146342,0.11643835616438356,0.09090909090909091,0.15384615384615385,0.2774566473988439,0.27795629820051415,0.16723549488054607,0.2571428571428571,0.7058823529411764,0.12396694214876033,0.24495171202809482,0.0,2500000.0
301,0.36093359266462904,0.375,0.39111111111111113,0.524390243902439,0.3287671232876712,0.4545454545454546,0.46153846153846156,0.38439306358381503,0.3852827763496144,0.20136518771331058,0.37142857142857144,0.5882352941176471,0.5330578512396694,0.24582967515364354,0.0,65000000.0
302,0.027507641011392057,0.375,0.17333333333333334,0.15853658536585366,0.1095890410958904,0.09090909090909091,0.11538461538461539,0.6589595375722543,0.6584190231362467,0.43686006825938567,0.6857142857142857,0.8529411764705882,0.10537190082644629,0.2467076382791923,1.0,5000000.0
303,0.11086412892470132,0.375,0.12000000000000001,0.054878048780487805,0.17123287671232876,0.18181818181818182,0.07692307692307693,0.5202312138728323,0.5202442159383033,0.19795221843003413,0.4857142857142857,0.7352941176470588,0.01859504132231405,0.24846356453028973,0.0,10000000.0
304,0.13309252570158378,0.625,0.08888888888888889,0.06707317073170732,0.0684931506849315,0.0,0.038461538461538464,0.23988439306358383,0.24003856041131105,0.09897610921501707,0.2571428571428571,0.4411764705882353,0.05578512396694215,0.2506584723441615,0.0,5000000.0
305,0.09974993053626008,0.375,0.05333333333333334,0.054878048780487805,0.00684931506849315,0.0,0.0,0.054913294797687855,0.05334190231362467,0.013651877133105802,0.02857142857142857,0.32352941176470584,0.05165289256198347,0.2515364354697103,0.0,15000000.0
307,0.24979160878021675,0.45833333333333326,0.3955555555555556,0.22560975609756098,0.22602739726027396,0.09090909090909091,0.2692307692307693,0.3815028901734104,0.3823907455012853,0.17747440273037543,0.3142857142857143,0.8529411764705882,0.25619834710743805,0.252414398595259,0.0,35000000.0
308,0.21089191442067243,0.45833333333333326,0.19555555555555557,0.10975609756097561,0.0821917808219178,0.09090909090909091,0.15384615384615385,0.2658959537572254,0.26703084832904883,0.08532423208191127,0.2857142857142857,0.676470588235294,0.11983471074380166,0.2528533801580333,0.0,14000000.0
309,0.005279244234509586,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,0.0028901734104046246,0.0016066838046272494,0.006825938566552901,0.0,0.0,0.004132231404958678,0.25373134328358204,1.0,900000.0
311,0.33314809669352596,0.7083333333333333,0.17333333333333334,0.10975609756097561,0.04794520547945205,0.0,0.038461538461538464,0.36705202312138724,0.36696658097686374,0.04436860068259386,0.42857142857142855,0.5882352941176471,0.11570247933884298,0.25504828797190515,0.0,3500000.0
314,0.02195054181717144,0.41666666666666674,0.08888888888888889,0.24390243902439024,0.0958904109589041,0.18181818181818182,0.19230769230769232,0.8179190751445087,0.8181233933161952,0.34812286689419797,0.8571428571428571,0.8823529411764706,0.1115702479338843,0.2581211589113257,0.0,4000000.0
315,0.027507641011392057,0.8333333333333333,0.04888888888888889,0.12195121951219512,0.0684931506849315,0.0,0.0,0.5433526011560694,0.5446658097686374,0.35494880546075086,0.5428571428571428,0.6470588235294118,0.03925619834710744,0.25987708516242314,0.0,250000.0
316,0.8332870241733816,0.5416666666666667,0.08,0.10975609756097561,0.03424657534246575,0.0,0.038461538461538464,0.254335260115607,0.25289203084832906,0.16382252559726962,0.19999999999999998,0.5588235294117647,0.14049586776859505,0.2603160667251975,0.0,14000000.0
317,0.005279244234509586,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26119402985074625,0.0,1000000.0
319,0.013614893025840513,0.25,0.02666666666666667,0.042682926829268296,0.00684931506849315,0.0,0.038461538461538464,0.054913294797687855,0.05559125964010282,0.0034129692832764505,0.02857142857142857,0.11764705882352941,0.028925619834710745,0.2647058823529412,0.0,2500000.0
320,0.010836343428730204,0.25,0.02666666666666667,0.042682926829268296,0.00684931506849315,0.0,0.038461538461538464,0.054913294797687855,0.05559125964010282,0.0034129692832764505,0.02857142857142857,0.11764705882352941,0.028925619834710745,0.2647058823529412,1.0,2000000.0
322,0.17754931925534873,0.25,0.11111111111111112,0.08536585365853659,0.03424657534246575,0.0,0.07692307692307693,0.2890173410404624,0.28952442159383035,0.04436860068259386,0.3142857142857143,0.4117647058823529,0.08264462809917356,0.26733977172958734,1.0,30000000.0
323,0.17754931925534873,0.25,0.09777777777777778,0.03658536585365854,0.0547945205479452,0.18181818181818182,0.07692307692307693,0.12138728323699423,0.12082262210796914,0.023890784982935155,0.05714285714285714,0.29411764705882354,0.03925619834710744,0.26777875329236167,0.0,30000000.0
325,0.013614893025840513,0.04166666666666674,0.04888888888888889,0.06707317073170732,0.0547945205479452,0.09090909090909091,0.038461538461538464,0.10115606936416185,0.1012210796915167,0.030716723549488054,0.14285714285714285,0.11764705882352941,0.05991735537190083,0.26953467954345917,0.0,2500000.0
327,0.09974993053626008,0.41666666666666674,0.04,0.03048780487804878,0.03424657534246575,0.0,0.0,0.1069364161849711,0.10796915167095114,0.08532423208191127,0.11428571428571428,0.23529411764705882,0.008264462809917356,0.271729587357331,1.0,12000000.0
328,0.12197832731314255,0.29166666666666674,0.28,0.10975609756097561,0.1917808219178082,0.36363636363636365,0.3076923076923077,0.36127167630057805,0.36246786632390743,0.05802047781569966,0.37142857142857144,0.7941176470588235,0.15702479338842976,0.2721685689201053,0.0,20000000.0
329,0.03862183939983329,0.20833333333333337,0.4711111111111111,0.12195121951219512,0.136986301369863,0.09090909090909091,0.5,0.6734104046242775,0.6741645244215937,0.09897610921501707,0.7142857142857143,0.9411764705882353,0.3181818181818182,0.2726075504828797,1.0,7000000.0
330,0.005279244234509586,0.08333333333333337,0.013333333333333334,0.012195121951219513,0.0136986301369863,0.0,0.0,0.05202312138728324,0.050771208226221075,0.030716723549488054,0.02857142857142857,0.14705882352941174,0.014462809917355372,0.27348551360842843,1.0,1000000.0
331,0.11086412892470132,0.20833333333333337,0.11111111111111112,0.042682926829268296,0.0684931506849315,0.0,0.0,0.25722543352601157,0.25610539845758357,0.11262798634812286,0.19999999999999998,0.6470588235294118,0.07644628099173553,0.27392449517120276,0.0,15000000.0
333,0.006390664073353709,0.20833333333333337,0.08888888888888889,0.06707317073170732,0.0410958904109589,0.18181818181818182,0.19230769230769232,0.2630057803468208,0.2615681233933162,0.11262798634812286,0.2857142857142857,0.29411764705882354,0.03925619834710744,0.27524143985952587,1.0,250000.0
334,0.008057793831619895,0.20833333333333337,0.08888888888888889,0.06707317073170732,0.0410958904109589,0.18181818181818182,0.19230769230769232,0.2630057803468208,0.2615681233933162,0.11262798634812286,0.2857142857142857,0.29411764705882354,0.03925619834710744,0.27524143985952587,0.0,400000.0
336,0.1386496248958044,0.20833333333333337,0.08888888888888889,0.06707317073170732,0.0410958904109589,0.18181818181818182,0.19230769230769232,0.2630057803468208,0.2615681233933162,0.11262798634812286,0.2857142857142857,0.29411764705882354,0.03925619834710744,0.27524143985952587,1.0,25000000.0
337,0.1386496248958044,0.20833333333333337,0.08888888888888889,0.06707317073170732,0.0410958904109589,0.18181818181818182,0.19230769230769232,0.2630057803468208,0.2615681233933162,0.11262798634812286,0.2857142857142857,0.29411764705882354,0.03925619834710744,0.27524143985952587,1.0,12000000.0
338,0.027507641011392057,0.20833333333333337,0.08888888888888889,0.06707317073170732,0.0410958904109589,0.18181818181818182,0.19230769230769232,0.2630057803468208,0.2615681233933162,0.11262798634812286,0.2857142857142857,0.29411764705882354,0.03925619834710744,0.27524143985952587,0.0,5000000.0
339,0.2775771047513198,0.375,0.02666666666666667,0.024390243902439025,0.0,0.0,0.038461538461538464,0.028901734104046242,0.029884318766066835,0.0,0.0,0.1764705882352941,0.026859504132231406,0.2761194029850746,1.0,27000000.0
340,0.2775771047513198,0.375,0.10222222222222221,0.07317073170731708,0.0273972602739726,0.0,0.07692307692307693,0.15317919075144507,0.15359897172236503,0.006825938566552901,0.17142857142857143,0.2647058823529412,0.07231404958677687,0.276558384547849,0.0,27000000.0
341,0.0002778549597110309,0.04166666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.00032133676092544985,0.0,0.0,0.0,0.0,0.2769973661106233,0.0,100000.0
342,0.08863573214781885,0.5,0.40888888888888886,0.5975609756097561,0.4383561643835616,0.18181818181818182,0.2692307692307693,0.930635838150289,0.9315552699228791,0.6928327645051194,0.9428571428571428,0.9411764705882353,0.1384297520661157,0.2787532923617208,0.0,16000000.0
344,0.05529313698249514,0.29166666666666674,0.13333333333333333,0.3353658536585366,0.10273972602739725,0.18181818181818182,0.23076923076923078,0.43352601156069365,0.43412596401028275,0.20477815699658702,0.39999999999999997,0.9411764705882353,0.13636363636363635,0.28050921861281825,0.0,9000000.0
345,0.09974993053626008,0.29166666666666674,0.05777777777777778,0.012195121951219513,0.0136986301369863,0.0,0.0,0.17341040462427745,0.17255784061696658,0.10238907849829351,0.11428571428571428,0.5294117647058824,0.026859504132231406,0.2822651448639157,1.0,12000000.0
346,0.16643512086690748,0.20833333333333337,0.16,0.2621951219512195,0.13013698630136986,0.09090909090909091,0.038461538461538464,0.338150289017341,0.33676092544987146,0.18771331058020477,0.2571428571428571,0.8235294117647058,0.121900826446281,0.2844600526777875,0.0,27000000.0
347,0.01639344262295082,0.29166666666666674,0.0,0.0,0.0,0.0,0.0,0.014450867052023121,0.013817480719794344,0.0,0.0,0.029411764705882353,0.008264462809917356,0.2848990342405619,0.0,2500000.0
349,0.06640733537093638,0.5833333333333333,0.1511111111111111,0.06097560975609756,0.03424657534246575,0.09090909090909091,0.11538461538461539,0.33236994219653176,0.3332262210796915,0.034129692832764506,0.34285714285714286,0.6470588235294118,0.14049586776859505,0.28753292361720806,0.0,2000000.0
351,0.02195054181717144,0.5833333333333333,0.19111111111111112,0.20121951219512196,0.1095890410958904,0.09090909090909091,0.19230769230769232,0.5433526011560694,0.5446658097686374,0.32081911262798635,0.6857142857142857,0.7647058823529411,0.16735537190082644,0.2884108867427568,0.0,1800000.0
353,0.14976382328424565,0.5833333333333333,0.008888888888888889,0.006097560975609756,0.00684931506849315,0.0,0.0,0.09826589595375722,0.09897172236503855,0.023890784982935155,0.05714285714285714,0.20588235294117646,0.006198347107438017,0.2901668129938542,1.0,3000000.0
354,0.14976382328424565,0.5833333333333333,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0953757225433526,0.0954370179948586,0.04778156996587031,0.11428571428571428,0.14705882352941174,0.006198347107438017,0.2906057945566286,0.0,3000000.0
355,0.08863573214781885,0.5833333333333333,0.19555555555555557,0.042682926829268296,0.0958904109589041,0.09090909090909091,0.2692307692307693,0.25144508670520227,0.2506426735218509,0.06484641638225257,0.2571428571428571,0.38235294117647056,0.09917355371900827,0.2919227392449517,0.0,10000000.0
356,0.08863573214781885,0.5833333333333333,0.14666666666666667,0.012195121951219513,0.04794520547945205,0.0,0.0,0.15028901734104047,0.14910025706940874,0.030716723549488054,0.14285714285714285,0.29411764705882354,0.09090909090909091,0.29236172080772604,0.0,10000000.0
358,0.2775771047513198,0.375,0.1822222222222222,0.06097560975609756,0.02054794520547945,0.0,0.11538461538461539,0.2774566473988439,0.2769922879177378,0.07508532423208192,0.22857142857142856,0.6176470588235294,0.13636363636363635,0.29323968393327476,1.0,15000000.0
359,0.666574048346763,0.33333333333333326,0.3066666666666667,0.6097560975609756,0.2534246575342466,0.4545454545454546,0.38461538461538464,0.37283236994219654,0.37146529562982006,0.21843003412969283,0.39999999999999997,0.5588235294117647,0.3285123966942149,0.29367866549604915,1.0,60000000.0
360,0.015282022784106697,0.375,0.022222222222222223,0.03048780487804878,0.02054794520547945,0.0,0.0,0.03468208092485549,0.03502570694087403,0.013651877133105802,0.0,0.14705882352941174,0.022727272727272728,0.2941176470588235,1.0,2500000.0
361,0.015282022784106697,0.375,0.035555555555555556,0.054878048780487805,0.04794520547945205,0.0,0.0,0.0953757225433526,0.0947943444730077,0.020477815699658702,0.11428571428571428,0.20588235294117646,0.047520661157024795,0.29455662862159787,1.0,2500000.0
362,0.17754931925534873,0.5,0.18666666666666668,0.12804878048780488,0.1506849315068493,0.2727272727272727,0.23076923076923078,0.43930635838150284,0.43798200514138813,0.26621160409556316,0.42857142857142855,0.6470588235294118,0.04132231404958678,0.2954345917471466,1.0,9000000.0
364,0.09419283134203947,0.5833333333333333,0.0,0.01829268292682927,0.0,0.0,0.0,0.04335260115606936,0.04305912596401028,0.05460750853242321,0.05714285714285714,0.14705882352941174,0.002066115702479339,0.2963125548726953,0.0,4000000.0
365,0.04973603778827452,0.41666666666666674,0.46222222222222226,0.2378048780487805,0.5205479452054794,0.7272727272727273,0.5,0.8815028901734104,0.8817480719794344,0.9897610921501706,0.8857142857142857,0.9117647058823529,0.2024793388429752,0.29719051799824403,1.0,9000000.0
366,0.17754931925534873,0.45833333333333326,0.022222222222222223,0.006097560975609756,0.03424657534246575,0.0,0.0,0.22254335260115607,0.22236503856041132,0.05802047781569966,0.19999999999999998,0.5294117647058824,0.004132231404958678,0.2976294995610184,1.0,17000000.0
367,0.17754931925534873,0.45833333333333326,0.03111111111111111,0.006097560975609756,0.0,0.0,0.0,0.06936416184971098,0.06844473007712082,0.020477815699658702,0.05714285714285714,0.08823529411764705,0.006198347107438017,0.29806848112379275,1.0,17000000.0
368,0.09419283134203947,0.33333333333333326,0.10666666666666667,0.1402439024390244,0.0410958904109589,0.18181818181818182,0.15384615384615385,0.2254335260115607,0.2249357326478149,0.05460750853242321,0.17142857142857143,0.5,0.12603305785123967,0.29850746268656714,1.0,10000000.0
370,0.03306474020561267,0.45833333333333326,0.35555555555555557,0.12804878048780488,0.1095890410958904,0.09090909090909091,0.2692307692307693,0.508670520231214,0.5096401028277634,0.09215017064846416,0.5428571428571428,0.7352941176470588,0.2272727272727273,0.3015803336259877,0.0,6000000.0
371,0.09419283134203947,0.625,0.07555555555555556,0.024390243902439025,0.0273972602739726,0.0,0.038461538461538464,0.15606936416184972,0.15552699228791775,0.013651877133105802,0.17142857142857143,0.38235294117647056,0.03305785123966942,0.3024582967515364,1.0,1500000.0
372,0.1386496248958044,0.5,0.4222222222222222,0.43902439024390244,0.3013698630136986,0.5454545454545454,0.3076923076923077,0.3901734104046243,0.38881748071979433,0.27986348122866894,0.42857142857142855,0.4411764705882353,0.243801652892562,0.3028972783143108,0.0,13000000.0
373,0.1386496248958044,0.29166666666666674,0.24444444444444446,0.3902439024390244,0.21232876712328766,0.18181818181818182,0.15384615384615385,0.7167630057803468,0.7181876606683804,0.4402730375426621,0.7714285714285714,0.8529411764705882,0.18181818181818182,0.3033362598770851,0.0,25000000.0
374,0.009169213670464018,0.7083333333333333,0.0044444444444444444,0.006097560975609756,0.0,0.0,0.0,0.008670520231213872,0.008676092544987146,0.0034129692832764505,0.0,0.029411764705882353,0.004132231404958678,0.3037752414398595,1.0,500000.0
375,0.027507641011392057,0.45833333333333326,0.26666666666666666,0.3048780487804878,0.18493150684931506,0.18181818181818182,0.15384615384615385,0.615606936416185,0.6147172236503855,0.20136518771331058,0.6285714285714286,0.9705882352941176,0.34917355371900827,0.30421422300263384,1.0,1500000.0
376,0.36093359266462904,0.75,0.26222222222222225,0.29268292682926833,0.273972602739726,0.36363636363636365,0.3076923076923077,0.3901734104046243,0.3897814910025707,0.27303754266211605,0.39999999999999997,0.6176470588235294,0.1590909090909091,0.30553116769095695,1.0,10000000.0
377,0.07752153375937762,0.375,0.45777777777777784,0.27439024390243905,0.21232876712328766,0.5454545454545454,0.8076923076923077,0.7514450867052023,0.7509640102827763,0.16040955631399317,0.7142857142857143,0.8823529411764706,0.2644628099173554,0.30597014925373134,0.0,14000000.0
378,0.33314809669352596,0.25,0.7777777777777778,0.7134146341463415,0.547945205479452,0.7272727272727273,0.6538461538461539,0.7832369942196532,0.7827763496143958,0.32081911262798635,0.8571428571428571,0.8529411764705882,0.49173553719008267,0.30640913081650567,0.0,50000000.0
379,0.08307863295359823,0.41666666666666674,0.68,0.1951219512195122,0.21232876712328766,0.09090909090909091,0.7307692307692308,0.8121387283236995,0.8110539845758353,0.11945392491467577,0.7999999999999999,0.9411764705882353,0.35743801652892565,0.3090430201931519,0.0,14000000.0
381,0.0001389274798555154,0.29166666666666674,0.013333333333333334,0.054878048780487805,0.00684931506849315,0.0,0.0,0.2630057803468208,0.262853470437018,0.09556313993174062,0.3142857142857143,0.5,0.012396694214876033,0.3094820017559262,0.0,50000.0
382,0.08307863295359823,0.29166666666666674,0.013333333333333334,0.054878048780487805,0.00684931506849315,0.0,0.0,0.2630057803468208,0.262853470437018,0.09556313993174062,0.3142857142857143,0.5,0.012396694214876033,0.3094820017559262,0.0,8000000.0
384,0.01639344262295082,0.29166666666666674,0.17777777777777778,0.24390243902439024,0.11643835616438356,0.0,0.07692307692307693,0.34104046242774566,0.3422236503856041,0.11262798634812286,0.39999999999999997,0.7941176470588235,0.1756198347107438,0.31167690956979804,1.0,3000000.0
385,0.005279244234509586,0.33333333333333326,0.022222222222222223,0.006097560975609756,0.03424657534246575,0.0,0.0,0.03179190751445087,0.031169665809768637,0.010238907849829351,0.02857142857142857,0.11764705882352941,0.002066115702479339,0.31211589113257243,1.0,1000000.0
386,0.11642122811892193,0.29166666666666674,0.34222222222222226,0.4878048780487805,0.21232876712328766,0.18181818181818182,0.23076923076923078,0.6531791907514451,0.652956298200514,0.29692832764505117,0.6285714285714286,0.8235294117647058,0.4607438016528926,0.31299385425812115,0.0,15000000.0
387,0.1386496248958044,0.25,0.4311111111111111,0.43902439024390244,0.3082191780821918,0.4545454545454546,0.38461538461538464,0.5260115606936416,0.5253856041131104,0.3651877133105802,0.6571428571428571,0.8235294117647058,0.1962809917355372,0.31387181738366987,0.0,20000000.0
388,0.41650458460683526,0.375,0.15555555555555556,0.16463414634146342,0.08904109589041095,0.18181818181818182,0.23076923076923078,0.2630057803468208,0.2625321336760925,0.13310580204778158,0.2571428571428571,0.38235294117647056,0.1921487603305785,0.3143107989464442,1.0,75000000.0
389,0.002500694637399278,0.04166666666666674,0.0,0.0,0.0,0.0,0.0,0.005780346820809249,0.005141388174807198,0.0,0.0,0.029411764705882353,0.002066115702479339,0.3147497805092186,0.0,500000.0
390,0.05529313698249514,0.25,0.07111111111111111,0.03048780487804878,0.00684931506849315,0.0,0.038461538461538464,0.06358381502890174,0.06201799485861182,0.0034129692832764505,0.02857142857142857,0.2647058823529412,0.047520661157024795,0.315188762071993,1.0,8000000.0
391,0.05529313698249514,0.25,0.2088888888888889,0.024390243902439025,0.0410958904109589,0.0,0.11538461538461539,0.23699421965317916,0.23746786632390746,0.023890784982935155,0.2571428571428571,0.38235294117647056,0.09710743801652894,0.3156277436347673,0.0,8000000.0
392,0.005279244234509586,0.29166666666666674,0.12444444444444444,0.04878048780487805,0.02054794520547945,0.0,0.038461538461538464,0.1271676300578035,0.12660668380462725,0.017064846416382253,0.11428571428571428,0.29411764705882354,0.045454545454545456,0.31650570676031603,0.0,1000000.0
393,0.013614893025840513,0.625,0.017777777777777778,0.006097560975609756,0.02054794520547945,0.0,0.0,0.03179190751445087,0.03149100257069408,0.020477815699658702,0.0,0.20588235294117646,0.008264462809917356,0.31870061457418786,1.0,600000.0
396,0.11086412892470132,0.20833333333333337,0.1288888888888889,0.25609756097560976,0.0958904109589041,0.36363636363636365,0.19230769230769232,0.32369942196531787,0.3232647814910026,0.15017064846416384,0.34285714285714286,0.5,0.14669421487603307,0.321334503950834,0.0,18000000.0
397,0.11086412892470132,0.20833333333333337,0.04888888888888889,0.03048780487804878,0.00684931506849315,0.0,0.038461538461538464,0.020231213872832367,0.02056555269922879,0.006825938566552901,0.02857142857142857,0.0,0.02066115702479339,0.3217734855136084,1.0,18000000.0
402,0.08307863295359823,0.29166666666666674,0.4177777777777778,0.43902439024390244,0.1917808219178082,0.36363636363636365,0.34615384615384615,0.699421965317919,0.698586118251928,0.19795221843003413,0.7714285714285714,0.8529411764705882,0.3285123966942149,0.3279192273924495,0.0,15000000.0
404,0.12753542650736316,0.33333333333333326,0.017777777777777778,0.012195121951219513,0.0273972602739726,0.09090909090909091,0.038461538461538464,0.06358381502890174,0.06298200514138817,0.006825938566552901,0.05714285714285714,0.08823529411764705,0.01859504132231405,0.33099209833187004,1.0,9000000.0
405,0.12753542650736316,0.33333333333333326,0.04,0.024390243902439025,0.0273972602739726,0.0,0.038461538461538464,0.12427745664739884,0.1230719794344473,0.013651877133105802,0.11428571428571428,0.32352941176470584,0.03925619834710744,0.3314310798946444,0.0,9000000.0
406,0.09697138093914977,0.29166666666666674,0.2,0.21341463414634146,0.1506849315068493,0.18181818181818182,0.19230769230769232,0.6618497109826589,0.6616323907455012,0.4300341296928328,0.6571428571428571,0.7941176470588235,0.1487603305785124,0.33230904302019315,1.0,15000000.0
408,0.05529313698249514,0.33333333333333326,0.0,0.012195121951219513,0.0,0.0,0.0,0.06936416184971098,0.06812339331619537,0.023890784982935155,0.05714285714285714,0.20588235294117646,0.0,0.3349429323968393,0.0,8000000.0
409,0.004167824395665463,0.125,0.008888888888888889,0.012195121951219513,0.0136986301369863,0.0,0.0,0.028901734104046242,0.028920308483290486,0.030716723549488054,0.0,0.23529411764705882,0.002066115702479339,0.3362598770851624,1.0,800000.0
