,highest_market_value_in_eur,Age,npxG+xAG,PrgC,xAG,Ast,G+A,90s,Min,PrgP,Starts,MP,PrgR,Rk,Pos_MF,market_value_in_eur
661,0.1386496248958044,0.6666666666666667,0.04888888888888889,0.06097560975609756,0.0273972602739726,0.0,0.038461538461538464,0.2861271676300578,0.2853470437017995,0.14675767918088736,0.2857142857142857,0.5882352941176471,0.04132231404958678,0.5342405618964003,0.0,2000000.0
662,0.2775771047513198,0.6666666666666667,0.4533333333333333,0.21341463414634146,0.08904109589041095,0.2727272727272727,0.5384615384615385,0.6271676300578034,0.6266066838046271,0.12969283276450513,0.6857142857142857,0.7941176470588235,0.3078512396694215,0.5346795434591748,0.0,18000000.0
663,0.12197832731314255,0.5416666666666667,0.10666666666666667,0.042682926829268296,0.0136986301369863,0.0,0.07692307692307693,0.18497109826589597,0.18444730077120822,0.020477815699658702,0.14285714285714285,0.38235294117647056,0.05165289256198347,0.5351185250219491,1.0,16000000.0
664,0.12197832731314255,0.5416666666666667,0.22222222222222224,0.09146341463414634,0.0821917808219178,0.0,0.23076923076923078,0.2658959537572254,0.26446015424164526,0.040955631399317405,0.22857142857142856,0.5,0.09504132231404959,0.5355575065847235,1.0,16000000.0
665,0.024729091414281746,0.41666666666666674,0.2,0.08536585365853659,0.0136986301369863,0.0,0.34615384615384615,0.37283236994219654,0.37210796915167094,0.08191126279863481,0.39999999999999997,0.7058823529411764,0.15495867768595042,0.5359964881474978,1.0,4500000.0
666,0.010836343428730204,0.41666666666666674,0.017777777777777778,0.01829268292682927,0.02054794520547945,0.09090909090909091,0.038461538461538464,0.3439306358381503,0.342866323907455,0.09897610921501707,0.34285714285714286,0.6470588235294118,0.0,0.5364354697102722,0.0,2000000.0
667,0.2775771047513198,0.25,0.36,0.17682926829268295,0.14383561643835616,0.09090909090909091,0.42307692307692313,0.37572254335260113,0.37435732647814907,0.11945392491467577,0.37142857142857144,0.5,0.19008264462809918,0.5368744512730466,0.0,50000000.0
668,0.2775771047513198,0.25,0.013333333333333334,0.01829268292682927,0.00684931506849315,0.0,0.038461538461538464,0.04913294797687861,0.048521850899742924,0.010238907849829351,0.05714285714285714,0.029411764705882353,0.022727272727272728,0.5373134328358209,1.0,50000000.0
669,0.4998610725201445,0.5833333333333333,0.09333333333333334,0.0975609756097561,0.11643835616438356,0.18181818181818182,0.07692307692307693,0.25722543352601157,0.256426735218509,0.12627986348122866,0.2857142857142857,0.32352941176470584,0.0743801652892562,0.5377524143985953,1.0,9000000.0
670,0.05529313698249514,0.5416666666666667,0.5822222222222222,0.7134146341463415,0.5136986301369862,0.4545454545454546,0.38461538461538464,0.8497109826589595,0.8502570694087402,0.4402730375426621,0.8857142857142857,0.9117647058823529,0.6136363636363636,0.5399473222124671,0.0,10000000.0
672,0.17754931925534873,0.41666666666666674,0.3644444444444444,0.49390243902439024,0.4041095890410959,0.6363636363636364,0.34615384615384615,0.9971098265895953,0.9983933161953726,0.6075085324232082,1.0,0.9999999999999999,0.2727272727272727,0.5412642669007902,1.0,25000000.0
673,0.08307863295359823,0.16666666666666674,0.2977777777777778,0.21341463414634146,0.1232876712328767,0.18181818181818182,0.34615384615384615,0.3786127167630058,0.377892030848329,0.10921501706484642,0.3142857142857143,0.5882352941176471,0.18181818181818182,0.5421422300263389,1.0,15000000.0
675,0.01917199222006113,0.7083333333333333,0.0044444444444444444,0.0,0.0,0.0,0.0,0.020231213872832367,0.01992287917737789,0.013651877133105802,0.0,0.0588235294117647,0.002066115702479339,0.543459174714662,1.0,300000.0
677,0.15532092247846627,0.33333333333333326,0.02666666666666667,0.03658536585365854,0.02054794520547945,0.0,0.0,0.06358381502890174,0.06330334190231361,0.010238907849829351,0.05714285714285714,0.08823529411764705,0.01859504132231405,0.5456540825285339,1.0,13000000.0
678,0.15532092247846627,0.33333333333333326,0.11111111111111112,0.13414634146341464,0.04794520547945205,0.09090909090909091,0.11538461538461539,0.19653179190751444,0.19569408740359898,0.051194539249146756,0.14285714285714285,0.5294117647058824,0.09297520661157024,0.5460930640913082,0.0,13000000.0
679,0.08307863295359823,0.45833333333333326,0.0,0.0,0.0,0.0,0.0,0.014450867052023121,0.014781491002570693,0.0034129692832764505,0.02857142857142857,0.029411764705882353,0.012396694214876033,0.5487269534679544,0.0,7000000.0
682,0.04973603778827452,0.25,0.02666666666666667,0.09146341463414634,0.02054794520547945,0.0,0.0,0.060693641618497114,0.060732647814910015,0.023890784982935155,0.02857142857142857,0.11764705882352941,0.04338842975206612,0.5513608428446005,1.0,300000.0
683,0.008891358710752988,0.25,0.02666666666666667,0.09146341463414634,0.02054794520547945,0.0,0.0,0.060693641618497114,0.060732647814910015,0.023890784982935155,0.02857142857142857,0.11764705882352941,0.04338842975206612,0.5513608428446005,1.0,200000.0
684,0.008613503751041958,0.25,0.02666666666666667,0.09146341463414634,0.02054794520547945,0.0,0.0,0.060693641618497114,0.060732647814910015,0.023890784982935155,0.02857142857142857,0.11764705882352941,0.04338842975206612,0.5513608428446005,1.0,700000.0
685,0.005279244234509586,0.33333333333333326,0.14222222222222222,0.01829268292682927,0.0958904109589041,0.09090909090909091,0.11538461538461539,0.2976878612716763,0.29659383033419023,0.08191126279863481,0.22857142857142856,0.5588235294117647,0.12809917355371903,0.551799824407375,1.0,350000.0
686,0.01639344262295082,0.33333333333333326,0.14222222222222222,0.01829268292682927,0.0958904109589041,0.09090909090909091,0.11538461538461539,0.2976878612716763,0.29659383033419023,0.08191126279863481,0.22857142857142856,0.5588235294117647,0.12809917355371903,0.551799824407375,0.0,2500000.0
687,0.07752153375937762,0.41666666666666674,0.29333333333333333,0.12804878048780488,0.3082191780821918,0.4545454545454546,0.38461538461538464,0.8554913294797688,0.8553984575835475,0.4402730375426621,1.0,0.9999999999999999,0.15289256198347106,0.5522388059701493,1.0,14000000.0
688,0.08307863295359823,0.5416666666666667,0.035555555555555556,0.006097560975609756,0.03424657534246575,0.09090909090909091,0.07692307692307693,0.06647398843930635,0.06715938303341902,0.0034129692832764505,0.02857142857142857,0.29411764705882354,0.030991735537190084,0.5531167690956981,0.0,2000000.0
689,0.44429008057793834,0.375,0.6977777777777777,0.2378048780487805,0.22602739726027396,0.4545454545454546,0.576923076923077,0.5809248554913296,0.5806555269922878,0.20136518771331058,0.6,0.6470588235294118,0.33884297520661155,0.5535557506584724,1.0,75000000.0
690,0.2775771047513198,0.625,0.19111111111111112,0.03048780487804878,0.11643835616438356,0.09090909090909091,0.038461538461538464,0.23988439306358383,0.2384318766066838,0.04436860068259386,0.19999999999999998,0.3529411764705882,0.09090909090909091,0.5544337137840211,0.0,9000000.0
691,0.15532092247846627,1.0,0.08888888888888889,0.12195121951219512,0.10273972602739725,0.09090909090909091,0.038461538461538464,0.1271676300578035,0.12724935732647816,0.07849829351535836,0.02857142857142857,0.47058823529411764,0.06818181818181818,0.5548726953467955,1.0,1500000.0
692,0.21089191442067243,0.375,0.40888888888888886,0.3597560975609756,0.15753424657534246,0.09090909090909091,0.2692307692307693,0.7976878612716763,0.7972365038560411,0.4061433447098976,0.7999999999999999,0.8529411764705882,0.2975206611570248,0.5553116769095698,1.0,38000000.0
694,0.16643512086690748,0.16666666666666674,0.4177777777777778,0.524390243902439,0.2191780821917808,0.2727272727272727,0.42307692307692313,0.907514450867052,0.9064910025706939,0.10238907849829351,0.9142857142857143,0.9999999999999999,0.31611570247933884,0.556628621597893,1.0,30000000.0
695,0.16643512086690748,0.20833333333333337,0.06666666666666667,0.16463414634146342,0.06164383561643835,0.09090909090909091,0.07692307692307693,0.26878612716763006,0.2676735218508997,0.19112627986348124,0.2571428571428571,0.4117647058823529,0.12603305785123967,0.557945566286216,0.0,17000000.0
696,0.4998610725201445,0.375,0.22666666666666666,0.475609756097561,0.18493150684931506,0.18181818181818182,0.15384615384615385,0.6705202312138728,0.6693444730077119,0.7098976109215017,0.6857142857142857,0.7941176470588235,0.1487603305785124,0.5583845478489904,1.0,60000000.0
697,0.16643512086690748,0.45833333333333326,0.06666666666666667,0.054878048780487805,0.0410958904109589,0.09090909090909091,0.038461538461538464,0.5028901734104045,0.5019280205655526,0.41638225255972694,0.5428571428571428,0.6176470588235294,0.045454545454545456,0.5588235294117647,1.0,12000000.0
700,0.00972492358988608,0.5833333333333333,0.013333333333333334,0.054878048780487805,0.0136986301369863,0.09090909090909091,0.038461538461538464,0.19653179190751444,0.19762210796915167,0.23890784982935154,0.17142857142857143,0.29411764705882354,0.01652892561983471,0.5597014925373135,0.0,400000.0
701,0.36093359266462904,0.5833333333333333,0.013333333333333334,0.054878048780487805,0.0136986301369863,0.09090909090909091,0.038461538461538464,0.19653179190751444,0.19762210796915167,0.23890784982935154,0.17142857142857143,0.29411764705882354,0.01652892561983471,0.5597014925373135,1.0,35000000.0
704,0.00972492358988608,0.5833333333333333,0.022222222222222223,0.07926829268292683,0.0273972602739726,0.0,0.07692307692307693,0.4104046242774566,0.4106683804627249,0.27303754266211605,0.42857142857142855,0.5,0.02066115702479339,0.5601404741000878,1.0,400000.0
705,0.36093359266462904,0.5833333333333333,0.022222222222222223,0.07926829268292683,0.0273972602739726,0.0,0.07692307692307693,0.4104046242774566,0.4106683804627249,0.27303754266211605,0.42857142857142855,0.5,0.02066115702479339,0.5601404741000878,0.0,35000000.0
706,0.16643512086690748,0.5833333333333333,0.12000000000000001,0.03658536585365854,0.0410958904109589,0.0,0.07692307692307693,0.1907514450867052,0.19023136246786632,0.04436860068259386,0.11428571428571428,0.7058823529411764,0.049586776859504134,0.5610184372256366,0.0,7000000.0
707,0.044178938594053904,0.6666666666666667,0.5022222222222222,0.12195121951219512,0.15753424657534246,0.18181818181818182,0.6153846153846154,0.8439306358381502,0.8447943444730076,0.2150170648464164,0.8285714285714285,0.8529411764705882,0.26859504132231404,0.5614574187884109,1.0,6000000.0
709,0.33314809669352596,0.375,0.3377777777777778,0.18292682926829268,0.14383561643835616,0.36363636363636365,0.34615384615384615,0.3208092485549133,0.31973007712082263,0.09556313993174062,0.3142857142857143,0.5294117647058824,0.18388429752066116,0.5623353819139596,0.0,55000000.0
711,0.33314809669352596,0.33333333333333326,0.2977777777777778,0.042682926829268296,0.10273972602739725,0.2727272727272727,0.2692307692307693,0.44797687861271673,0.4492287917737789,0.08532423208191127,0.42857142857142855,0.8235294117647058,0.1487603305785124,0.5632133450395084,0.0,10000000.0
712,0.08307863295359823,0.5,0.17777777777777778,0.06097560975609756,0.06164383561643835,0.0,0.15384615384615385,0.254335260115607,0.25289203084832906,0.04436860068259386,0.22857142857142856,0.47058823529411764,0.06818181818181818,0.5636523266022827,0.0,15000000.0
714,0.12197832731314255,0.25,0.09333333333333334,0.11585365853658537,0.07534246575342465,0.0,0.0,0.13583815028901736,0.13688946015424164,0.08873720136518772,0.14285714285714285,0.1764705882352941,0.04338842975206612,0.5662862159789289,1.0,22000000.0
715,0.12197832731314255,0.25,0.12000000000000001,0.08536585365853659,0.1232876712328767,0.2727272727272727,0.11538461538461539,0.1907514450867052,0.1895886889460154,0.08873720136518772,0.17142857142857143,0.29411764705882354,0.0743801652892562,0.5667251975417033,0.0,22000000.0
717,0.010836343428730204,0.45833333333333326,0.0044444444444444444,0.006097560975609756,0.0,0.0,0.0,0.02601156069364162,0.024742930591259638,0.010238907849829351,0.02857142857142857,0.08823529411764705,0.024793388429752067,0.5697980684811238,0.0,1000000.0
718,0.07752153375937762,0.41666666666666674,0.08444444444444445,0.06097560975609756,0.0410958904109589,0.0,0.038461538461538464,0.1416184971098266,0.1423521850899743,0.0034129692832764505,0.11428571428571428,0.3529411764705882,0.047520661157024795,0.5706760316066726,0.0,5000000.0
719,0.024729091414281746,0.5416666666666667,0.5155555555555555,0.36585365853658536,0.5616438356164383,0.8181818181818182,0.576923076923077,0.708092485549133,0.7085475578406168,0.5187713310580205,0.8285714285714285,0.8529411764705882,0.2830578512396694,0.5715539947322212,1.0,4000000.0
720,0.044178938594053904,0.5833333333333333,0.0,0.012195121951219513,0.0,0.0,0.0,0.005780346820809249,0.006748071979434447,0.0034129692832764505,0.0,0.029411764705882353,0.002066115702479339,0.5719929762949957,1.0,2500000.0
721,0.1386496248958044,0.33333333333333326,0.013333333333333334,0.0,0.0,0.0,0.0,0.014450867052023121,0.014138817480719794,0.0,0.02857142857142857,0.0,0.002066115702479339,0.57243195785777,0.0,18000000.0
722,0.1386496248958044,0.33333333333333326,0.04888888888888889,0.0,0.0410958904109589,0.2727272727272727,0.11538461538461539,0.07514450867052024,0.07455012853470436,0.013651877133105802,0.08571428571428572,0.0588235294117647,0.026859504132231406,0.5728709394205443,1.0,18000000.0
723,0.1386496248958044,0.16666666666666674,0.44000000000000006,0.21341463414634146,0.1643835616438356,0.2727272727272727,0.38461538461538464,0.5838150289017341,0.5838688946015423,0.10580204778156997,0.6857142857142857,0.7647058823529411,0.39462809917355374,0.5733099209833188,1.0,25000000.0
724,0.010836343428730204,0.16666666666666674,0.14222222222222222,0.20121951219512196,0.10273972602739725,0.09090909090909091,0.07692307692307693,0.2774566473988439,0.2760282776349614,0.07508532423208192,0.22857142857142856,0.6176470588235294,0.1322314049586777,0.5737489025460931,0.0,1500000.0
725,0.16643512086690748,0.375,0.39111111111111113,0.2378048780487805,0.18493150684931506,0.36363636363636365,0.42307692307692313,0.6416184971098265,0.6426735218508997,0.4573378839590444,0.6285714285714286,0.8235294117647058,0.18181818181818182,0.5755048287971906,1.0,30000000.0
726,0.2053348152264518,0.25,0.044444444444444446,0.08536585365853659,0.0547945205479452,0.09090909090909091,0.038461538461538464,0.5057803468208092,0.5054627249357325,0.27303754266211605,0.5428571428571428,0.5882352941176471,0.01652892561983471,0.5768217734855137,1.0,25000000.0
728,0.12197832731314255,0.625,0.09333333333333334,0.11585365853658537,0.06164383561643835,0.18181818181818182,0.15384615384615385,0.41329479768786126,0.4125964010282776,0.25597269624573377,0.45714285714285713,0.7647058823529411,0.026859504132231406,0.5781387181738368,1.0,5000000.0
729,0.0019449847179772162,0.16666666666666674,0.04,0.054878048780487805,0.0547945205479452,0.09090909090909091,0.038461538461538464,0.03179190751445087,0.03213367609254498,0.020477815699658702,0.0,0.1764705882352941,0.01859504132231405,0.5785776997366111,1.0,400000.0
730,0.02195054181717144,0.33333333333333326,0.21333333333333335,0.06707317073170732,0.10273972602739725,0.0,0.07692307692307693,0.453757225433526,0.455012853470437,0.040955631399317405,0.42857142857142855,0.6470588235294118,0.1487603305785124,0.5794556628621598,0.0,3000000.0
732,0.5554320644623507,0.625,0.09777777777777778,0.11585365853658537,0.13013698630136986,0.09090909090909091,0.038461538461538464,0.1676300578034682,0.16613110539845757,0.11604095563139932,0.17142857142857143,0.1764705882352941,0.0743801652892562,0.5803336259877085,0.0,20000000.0
733,0.01917199222006113,0.5,0.16,0.10365853658536586,0.08904109589041095,0.18181818181818182,0.11538461538461539,0.25144508670520227,0.25032133676092544,0.05460750853242321,0.22857142857142856,0.5,0.09090909090909091,0.5807726075504829,0.0,1400000.0
734,0.05529313698249514,0.29166666666666674,0.12444444444444444,0.0975609756097561,0.0136986301369863,0.0,0.11538461538461539,0.17052023121387283,0.16998714652956298,0.020477815699658702,0.14285714285714285,0.47058823529411764,0.10950413223140495,0.5812115891132573,0.0,3000000.0
735,0.024729091414281746,0.375,0.04,0.024390243902439025,0.0410958904109589,0.09090909090909091,0.038461538461538464,0.546242774566474,0.5475578406169666,0.22525597269624573,0.5428571428571428,0.7352941176470588,0.01859504132231405,0.5816505706760317,0.0,4500000.0
736,0.027507641011392057,0.125,0.02666666666666667,0.012195121951219513,0.02054794520547945,0.0,0.0,0.028901734104046242,0.029562982005141385,0.013651877133105802,0.0,0.14705882352941174,0.004132231404958678,0.5825285338015803,0.0,5000000.0
738,0.22200611280911367,0.25,0.32,0.14634146341463417,0.07534246575342465,0.0,0.23076923076923078,0.28034682080924855,0.2795629820051414,0.03754266211604096,0.2857142857142857,0.676470588235294,0.13636363636363635,0.5851624231782265,0.0,20000000.0
739,0.027507641011392057,0.5833333333333333,0.08888888888888889,0.23170731707317074,0.10273972602739725,0.2727272727272727,0.11538461538461539,0.23988439306358383,0.2410025706940874,0.08191126279863481,0.2571428571428571,0.4411764705882353,0.1384297520661157,0.5860403863037753,1.0,3000000.0
740,0.36093359266462904,0.45833333333333326,0.06222222222222222,0.03048780487804878,0.04794520547945205,0.0,0.0,0.0953757225433526,0.09383033419023135,0.051194539249146756,0.08571428571428572,0.20588235294117646,0.04338842975206612,0.5877963125548727,0.0,17000000.0
741,0.02195054181717144,0.25,0.008888888888888889,0.06707317073170732,0.00684931506849315,0.18181818181818182,0.07692307692307693,0.17630057803468208,0.176413881748072,0.07508532423208192,0.17142857142857143,0.5588235294117647,0.026859504132231406,0.5882352941176471,1.0,4000000.0
742,0.3053626007224229,0.375,0.08444444444444445,0.07926829268292683,0.04794520547945205,0.09090909090909091,0.07692307692307693,0.254335260115607,0.2538560411311054,0.08532423208191127,0.14285714285714285,0.676470588235294,0.05991735537190083,0.590430201931519,1.0,28000000.0
743,0.027507641011392057,0.45833333333333326,0.3466666666666667,0.12804878048780488,0.2465753424657534,0.2727272727272727,0.34615384615384615,0.5924855491329479,0.592223650385604,0.2286689419795222,0.6,0.8529411764705882,0.1590909090909091,0.5908691834942933,1.0,1500000.0
744,0.08863573214781885,0.625,0.22666666666666666,0.23170731707317074,0.0821917808219178,0.09090909090909091,0.19230769230769232,0.48843930635838145,0.4884318766066838,0.14334470989761092,0.5142857142857142,0.7058823529411764,0.1797520661157025,0.5913081650570676,1.0,3000000.0
745,0.05529313698249514,0.5,0.09777777777777778,0.07317073170731708,0.0410958904109589,0.0,0.038461538461538464,0.838150289017341,0.8390102827763495,0.21160409556313994,0.8571428571428571,0.8529411764705882,0.04338842975206612,0.591747146619842,1.0,8000000.0
747,0.4998610725201445,0.45833333333333326,0.36888888888888893,0.25,0.4657534246575342,0.5454545454545454,0.38461538461538464,0.8208092485549132,0.8223007712082261,1.0,0.8285714285714285,0.8529411764705882,0.10950413223140495,0.5939420544337138,1.0,80000000.0
748,0.02195054181717144,0.625,0.017777777777777778,0.03048780487804878,0.0136986301369863,0.0,0.0,0.08959537572254335,0.0896529562982005,0.05460750853242321,0.0,0.38235294117647056,0.04338842975206612,0.5961369622475856,0.0,2000000.0
749,0.1386496248958044,0.29166666666666674,0.29333333333333333,0.27439024390243905,0.136986301369863,0.0,0.19230769230769232,0.3497109826589595,0.3496143958868895,0.07849829351535836,0.3142857142857143,0.5882352941176471,0.2024793388429752,0.5970149253731344,1.0,12000000.0
750,0.046957488191164215,0.5,0.1288888888888889,0.08536585365853659,0.06164383561643835,0.0,0.11538461538461539,0.6791907514450867,0.6783419023136246,0.4778156996587031,0.7142857142857143,0.7941176470588235,0.08057851239669422,0.5992098331870062,0.0,4000000.0
751,0.3887190886357321,0.5833333333333333,0.10222222222222221,0.07926829268292683,0.1095890410958904,0.2727272727272727,0.11538461538461539,0.6791907514450867,0.6789845758354754,0.5392491467576792,0.7142857142857143,0.7941176470588235,0.07024793388429752,0.5996488147497805,0.0,16000000.0
752,0.36093359266462904,0.29166666666666674,0.6977777777777777,0.5182926829268293,0.3972602739726027,0.9090909090909092,0.8846153846153847,0.7658959537572254,0.7670308483290488,0.17747440273037543,0.7999999999999999,0.8235294117647058,0.4462809917355372,0.6009657594381036,1.0,65000000.0
753,0.16643512086690748,0.5416666666666667,0.07111111111111111,0.03658536585365854,0.06164383561643835,0.18181818181818182,0.07692307692307693,0.3208092485549133,0.32005141388174807,0.13993174061433447,0.2857142857142857,0.5,0.010330578512396695,0.602721685689201,1.0,18000000.0
754,0.024729091414281746,0.25,0.14222222222222222,0.08536585365853659,0.0547945205479452,0.09090909090909091,0.3076923076923077,0.3959537572254335,0.397172236503856,0.07508532423208192,0.3142857142857143,0.9411764705882353,0.1652892561983471,0.6031606672519755,0.0,4000000.0
756,0.16643512086690748,0.33333333333333326,0.3022222222222222,0.32926829268292684,0.273972602739726,0.2727272727272727,0.38461538461538464,0.8034682080924855,0.8023778920308482,0.5631399317406144,0.7999999999999999,0.8235294117647058,0.1756198347107438,0.6049165935030729,0.0,30000000.0
757,0.12197832731314255,0.33333333333333326,0.35555555555555557,0.3048780487804878,0.21232876712328766,0.2727272727272727,0.2692307692307693,0.523121387283237,0.5241002570694087,0.17747440273037543,0.5428571428571428,0.676470588235294,0.40289256198347106,0.6066725197541704,0.0,13000000.0
758,0.027507641011392057,0.375,0.14222222222222222,0.3353658536585366,0.136986301369863,0.09090909090909091,0.07692307692307693,0.7427745664739884,0.7442159383033418,0.5255972696245734,0.7714285714285714,0.7941176470588235,0.07024793388429752,0.6071115013169447,0.0,5000000.0
759,0.06640733537093638,0.6666666666666667,0.044444444444444446,0.03658536585365854,0.04794520547945205,0.0,0.038461538461538464,0.26878612716763006,0.26928020565552696,0.06143344709897611,0.2857142857142857,0.5,0.028925619834710745,0.6093064091308166,0.0,3000000.0
761,0.03306474020561267,0.41666666666666674,0.09777777777777778,0.024390243902439025,0.0410958904109589,0.0,0.0,0.17630057803468208,0.17544987146529561,0.07508532423208192,0.19999999999999998,0.47058823529411764,0.05371900826446281,0.6101843722563652,0.0,2000000.0
762,0.0030564045568213394,0.20833333333333337,0.06222222222222222,0.09146341463414634,0.02054794520547945,0.0,0.038461538461538464,0.12138728323699423,0.12146529562982004,0.034129692832764506,0.14285714285714285,0.11764705882352941,0.07644628099173553,0.6106233538191397,0.0,600000.0
765,0.07752153375937762,0.625,0.10666666666666667,0.1524390243902439,0.136986301369863,0.0,0.0,0.684971098265896,0.6860539845758353,0.25938566552901027,0.7428571428571429,0.7647058823529411,0.121900826446281,0.6123792800702371,1.0,2500000.0
766,0.03306474020561267,0.16666666666666674,0.13333333333333333,0.20731707317073172,0.06164383561643835,0.0,0.07692307692307693,0.7658959537572254,0.7667095115681233,0.2901023890784983,0.8285714285714285,0.8529411764705882,0.0743801652892562,0.6128182616330115,1.0,6000000.0
767,0.002222839677688247,0.375,0.0,0.0,0.0,0.0,0.0,0.005780346820809249,0.005462724935732648,0.0,0.0,0.0,0.004132231404958678,0.6132572431957858,1.0,200000.0
768,0.013614893025840513,0.16666666666666674,0.0044444444444444444,0.006097560975609756,0.0,0.0,0.0,0.011560693641618498,0.010604113110539845,0.006825938566552901,0.0,0.0588235294117647,0.008264462809917356,0.6136962247585602,0.0,2500000.0
769,0.44429008057793834,0.6666666666666667,0.19555555555555557,0.24390243902439024,0.2191780821917808,0.2727272727272727,0.19230769230769232,0.5838150289017341,0.5825835475578405,0.9010238907849829,0.6285714285714286,0.7058823529411764,0.06818181818181818,0.6141352063213346,0.0,18000000.0
771,0.06640733537093638,0.75,0.04,0.024390243902439025,0.00684931506849315,0.0,0.0,0.08670520231213873,0.0870822622107969,0.023890784982935155,0.05714285714285714,0.11764705882352941,0.06198347107438017,0.6150131694468832,0.0,1500000.0
772,0.16643512086690748,0.16666666666666674,0.40888888888888886,0.5426829268292683,0.3013698630136986,0.2727272727272727,0.42307692307692313,0.6705202312138728,0.6696658097686374,0.21160409556313994,0.7142857142857143,0.8529411764705882,0.41115702479338845,0.615891132572432,0.0,15000000.0
773,0.3053626007224229,0.25,0.28,0.48170731707317077,0.28082191780821913,0.5454545454545454,0.3076923076923077,0.6098265895953757,0.6095758354755784,0.20136518771331058,0.6,0.7647058823529411,0.371900826446281,0.6163301141352063,1.0,55000000.0
774,0.05529313698249514,0.41666666666666674,0.022222222222222223,0.03658536585365854,0.0136986301369863,0.0,0.038461538461538464,0.12138728323699423,0.12082262210796914,0.05460750853242321,0.08571428571428572,0.32352941176470584,0.002066115702479339,0.6176470588235294,1.0,2000000.0
775,0.0019449847179772162,0.20833333333333337,0.0,0.0,0.0,0.0,0.0,0.0028901734104046246,0.0012853470437017994,0.0,0.0,0.0,0.0,0.6180860403863038,1.0,300000.0
776,0.4720755765490414,0.20833333333333337,0.6044444444444445,0.7439024390243902,0.49999999999999994,0.9090909090909092,0.8461538461538463,0.7196531791907513,0.7185089974293059,0.2491467576791809,0.7714285714285714,0.8529411764705882,0.5165289256198348,0.6189640035118525,0.0,85000000.0
777,0.013614893025840513,0.41666666666666674,0.3244444444444444,0.14634146341463417,0.08904109589041095,0.2727272727272727,0.38461538461538464,0.615606936416185,0.615038560411311,0.10921501706484642,0.6285714285714286,0.9411764705882353,0.29338842975206614,0.6194029850746269,0.0,2000000.0
779,0.006390664073353709,0.5833333333333333,0.05777777777777778,0.01829268292682927,0.06164383561643835,0.0,0.038461538461538464,0.47109826589595377,0.47075835475578404,0.15358361774744028,0.45714285714285713,0.5882352941176471,0.010330578512396695,0.6211589113257243,0.0,1200000.0
780,0.01639344262295082,0.29166666666666674,0.08888888888888889,0.2804878048780488,0.0821917808219178,0.18181818181818182,0.07692307692307693,0.3988439306358382,0.4000642673521851,0.18088737201365188,0.39999999999999997,0.676470588235294,0.12603305785123967,0.6215978928884988,0.0,3000000.0
781,0.0019449847179772162,0.125,0.017777777777777778,0.01829268292682927,0.0,0.0,0.0,0.040462427745664734,0.039203084832904876,0.010238907849829351,0.0,0.2647058823529412,0.03305785123966942,0.6220368744512731,0.0,400000.0
782,0.09974993053626008,0.5,0.5555555555555556,0.27439024390243905,0.3424657534246575,0.18181818181818182,0.46153846153846156,0.6878612716763006,0.6892673521850898,0.15017064846416384,0.6857142857142857,0.8235294117647058,0.3347107438016529,0.6224758560140474,0.0,14000000.0
783,0.09974993053626008,0.5,0.08444444444444445,0.04878048780487805,0.0136986301369863,0.0,0.07692307692307693,0.08092485549132947,0.07969151670951156,0.017064846416382253,0.08571428571428572,0.08823529411764705,0.04132231404958678,0.6229148375768218,1.0,14000000.0
784,0.01639344262295082,0.41666666666666674,0.017777777777777778,0.0,0.0136986301369863,0.0,0.0,0.06936416184971098,0.06780205655526991,0.08191126279863481,0.05714285714285714,0.23529411764705882,0.008264462809917356,0.6237928007023705,1.0,1800000.0
785,0.02195054181717144,0.375,0.03111111111111111,0.04878048780487805,0.0273972602739726,0.0,0.0,0.23988439306358383,0.23875321336760924,0.10238907849829351,0.2857142857142857,0.29411764705882354,0.04338842975206612,0.6251097453906936,1.0,4000000.0
786,0.16643512086690748,0.33333333333333326,0.12000000000000001,0.27439024390243905,0.10273972602739725,0.0,0.038461538461538464,0.3959537572254335,0.397172236503856,0.2832764505119454,0.39999999999999997,0.5,0.09504132231404959,0.625548726953468,0.0,28000000.0
787,0.1386496248958044,0.75,0.08444444444444445,0.06097560975609756,0.0684931506849315,0.09090909090909091,0.11538461538461539,0.23121387283236994,0.23168380462724936,0.11262798634812286,0.34285714285714286,0.4411764705882353,0.08884297520661158,0.6268656716417911,1.0,1500000.0
790,0.04973603778827452,0.375,0.15555555555555556,0.0975609756097561,0.0821917808219178,0.09090909090909091,0.07692307692307693,0.338150289017341,0.3370822622107969,0.06484641638225257,0.37142857142857144,0.4411764705882353,0.12396694214876033,0.6286215978928885,0.0,2400000.0
791,0.04973603778827452,0.375,0.1288888888888889,0.054878048780487805,0.04794520547945205,0.09090909090909091,0.07692307692307693,0.2832369942196532,0.2834190231362468,0.06484641638225257,0.2857142857142857,0.38235294117647056,0.1384297520661157,0.6290605794556628,0.0,2400000.0
792,0.11086412892470132,0.5416666666666667,0.0044444444444444444,0.012195121951219513,0.0,0.0,0.0,0.04913294797687861,0.047879177377892025,0.04778156996587031,0.02857142857142857,0.1764705882352941,0.008264462809917356,0.6299385425812116,1.0,8000000.0
793,0.06362878577382607,0.45833333333333326,0.3022222222222222,0.11585365853658537,0.136986301369863,0.18181818181818182,0.34615384615384615,0.32947976878612717,0.3306555269922879,0.03754266211604096,0.3142857142857143,0.38235294117647056,0.11776859504132231,0.6312554872695347,0.0,8000000.0
