,Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,market_value_in_eur,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW
0,1.0,2000.0,33.0,28.0,2307.0,25.6,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,3.7,3.7,4.2,7.9,43.0,84.0,147.0,0.04,0.12,0.16,0.04,0.16,0.14,0.17,0.31,0.14,0.31,30000000.0,30000000.0,0.0,0.0,0.0,1.0
1,5.0,1999.0,26.0,20.0,1783.0,19.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,2.3,3.5,51.0,126.0,95.0,0.0,0.05,0.05,0.0,0.05,0.06,0.12,0.18,0.06,0.18,1200000.0,1800000.0,0.0,0.0,0.0,1.0
2,6.0,2000.0,30.0,30.0,2624.0,29.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.9,0.9,1.5,2.5,29.0,146.0,39.0,0.03,0.03,0.07,0.03,0.07,0.03,0.05,0.08,0.03,0.08,13000000.0,13000000.0,0.0,0.0,1.0,0.0
3,7.0,1993.0,25.0,24.0,1989.0,22.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,1.2,1.6,10.0,108.0,11.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,3000000.0,3000000.0,0.0,0.0,1.0,0.0
4,8.0,1996.0,9.0,5.0,467.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,5000000.0,7500000.0,0.0,0.0,1.0,0.0
5,9.0,2003.0,16.0,8.0,750.0,8.3,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,1.5,0.7,2.2,12.0,8.0,42.0,0.24,0.12,0.36,0.12,0.24,0.37,0.08,0.45,0.18,0.26,4000000.0,4000000.0,1.0,0.0,0.0,0.0
6,10.0,2003.0,11.0,0.0,107.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,4.0,2.0,11.0,0.84,0.0,0.84,0.84,0.84,0.65,0.22,0.87,0.65,0.87,4000000.0,4000000.0,0.0,1.0,0.0,0.0
7,12.0,2000.0,34.0,27.0,2325.0,25.8,8.0,5.0,13.0,8.0,0.0,0.0,4.0,0.0,10.1,10.1,3.1,13.2,93.0,64.0,256.0,0.31,0.19,0.5,0.31,0.5,0.39,0.12,0.51,0.39,0.51,7000000.0,7000000.0,0.0,1.0,0.0,0.0
8,13.0,1997.0,34.0,24.0,2100.0,23.3,8.0,3.0,11.0,8.0,0.0,0.0,2.0,0.0,10.3,10.3,3.3,13.6,35.0,51.0,131.0,0.34,0.13,0.47,0.34,0.47,0.44,0.14,0.58,0.44,0.58,45000000.0,50000000.0,1.0,0.0,0.0,0.0
9,14.0,2002.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,0.0,0.0,1.0,0.0
10,17.0,2002.0,2.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.08,0.39,0.3,0.39,400000.0,400000.0,1.0,0.0,0.0,0.0
12,20.0,1999.0,24.0,24.0,2156.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.1,0.1,1.4,1.5,19.0,136.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,20000000.0,20000000.0,0.0,1.0,0.0,0.0
13,21.0,1993.0,24.0,4.0,644.0,7.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.4,3.4,0.8,4.1,12.0,24.0,58.0,0.14,0.28,0.42,0.14,0.42,0.47,0.11,0.58,0.47,0.58,2000000.0,5000000.0,0.0,0.0,0.0,1.0
14,23.0,2003.0,5.0,0.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,800000.0,800000.0,0.0,1.0,0.0,0.0
15,24.0,2002.0,21.0,17.0,1186.0,13.2,6.0,5.0,11.0,6.0,0.0,1.0,8.0,0.0,4.8,4.0,3.6,7.6,42.0,45.0,118.0,0.46,0.38,0.83,0.46,0.83,0.36,0.27,0.64,0.3,0.58,35000000.0,35000000.0,0.0,1.0,0.0,0.0
16,25.0,2000.0,23.0,13.0,1276.0,14.2,4.0,3.0,7.0,4.0,0.0,0.0,2.0,1.0,4.4,4.4,1.6,6.0,42.0,49.0,121.0,0.28,0.21,0.49,0.28,0.49,0.31,0.11,0.43,0.31,0.43,15000000.0,15000000.0,0.0,0.0,0.0,1.0
17,26.0,2000.0,5.0,1.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,9000000.0,9000000.0,0.0,1.0,0.0,0.0
18,27.0,1997.0,29.0,16.0,1361.0,15.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.6,1.8,12.0,36.0,77.0,0.07,0.0,0.07,0.07,0.07,0.08,0.04,0.12,0.08,0.12,3500000.0,5500000.0,0.0,1.0,0.0,0.0
19,28.0,2003.0,21.0,6.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.8,1.8,0.1,2.0,20.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,0.22,0.02,0.23,0.22,0.23,5500000.0,6000000.0,0.0,0.0,1.0,0.0
21,33.0,1996.0,30.0,15.0,1599.0,17.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.8,2.6,25.0,117.0,42.0,0.06,0.11,0.17,0.06,0.17,0.04,0.1,0.15,0.04,0.15,3000000.0,3000000.0,0.0,0.0,0.0,1.0
22,34.0,1998.0,32.0,23.0,2059.0,22.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,2.9,4.3,78.0,106.0,97.0,0.0,0.04,0.04,0.0,0.04,0.06,0.13,0.19,0.06,0.19,3500000.0,3500000.0,0.0,0.0,1.0,0.0
23,37.0,2002.0,7.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.22,0.15,0.22,10000000.0,10000000.0,0.0,0.0,1.0,0.0
24,38.0,2002.0,17.0,17.0,1398.0,15.5,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,0.8,0.8,1.2,2.1,43.0,56.0,54.0,0.13,0.13,0.26,0.13,0.26,0.05,0.08,0.13,0.05,0.13,10000000.0,10000000.0,1.0,0.0,0.0,0.0
26,40.0,1994.0,28.0,16.0,1287.0,14.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,1.1,1.1,0.9,2.1,25.0,48.0,37.0,0.21,0.07,0.28,0.21,0.28,0.08,0.07,0.14,0.08,0.14,3000000.0,10000000.0,0.0,0.0,0.0,1.0
27,46.0,1994.0,13.0,9.0,771.0,8.6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.4,2.6,0.9,3.5,2.0,13.0,55.0,0.12,0.0,0.12,0.0,0.0,0.39,0.1,0.5,0.3,0.4,9000000.0,16000000.0,0.0,0.0,1.0,0.0
28,47.0,1994.0,15.0,14.0,1112.0,12.4,6.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,4.4,4.4,1.7,6.1,4.0,28.0,81.0,0.49,0.08,0.57,0.49,0.57,0.36,0.14,0.5,0.36,0.5,9000000.0,16000000.0,0.0,1.0,0.0,0.0
29,51.0,2002.0,8.0,4.0,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.5,6.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.14,0.05,0.14,6000000.0,6000000.0,0.0,0.0,1.0,0.0
31,57.0,1999.0,4.0,2.0,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,3000000.0,3000000.0,0.0,0.0,0.0,1.0
32,58.0,1992.0,20.0,2.0,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.5,2.0,8.0,17.0,0.27,0.0,0.27,0.27,0.27,0.39,0.01,0.4,0.39,0.4,4000000.0,20000000.0,0.0,0.0,1.0,0.0
33,60.0,1992.0,32.0,24.0,2173.0,24.1,5.0,6.0,11.0,4.0,1.0,2.0,3.0,0.0,4.2,2.5,5.7,8.2,66.0,213.0,82.0,0.21,0.25,0.46,0.17,0.41,0.17,0.24,0.41,0.1,0.34,18000000.0,55000000.0,0.0,0.0,1.0,0.0
34,62.0,1989.0,6.0,1.0,237.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.3,4.0,7.0,18.0,0.38,0.0,0.38,0.38,0.38,0.13,0.34,0.48,0.13,0.48,2000000.0,10000000.0,0.0,0.0,1.0,0.0
36,64.0,2002.0,15.0,10.0,797.0,8.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.6,1.6,0.5,2.1,13.0,22.0,28.0,0.45,0.11,0.56,0.45,0.56,0.18,0.06,0.24,0.18,0.24,12000000.0,12000000.0,0.0,1.0,0.0,0.0
37,65.0,1991.0,28.0,20.0,1848.0,20.5,3.0,0.0,3.0,1.0,2.0,2.0,9.0,1.0,3.0,1.4,1.2,2.6,23.0,91.0,19.0,0.15,0.0,0.15,0.05,0.05,0.15,0.06,0.21,0.07,0.13,2000000.0,10000000.0,0.0,0.0,0.0,1.0
39,72.0,1999.0,23.0,11.0,1096.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.6,0.9,10.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,1500000.0,1500000.0,0.0,0.0,0.0,1.0
41,77.0,1996.0,2.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,100000000.0,0.0,0.0,1.0,0.0
43,79.0,1994.0,30.0,25.0,2153.0,23.9,11.0,1.0,12.0,11.0,0.0,0.0,2.0,0.0,6.3,6.3,1.8,8.1,65.0,109.0,222.0,0.46,0.04,0.5,0.46,0.5,0.27,0.07,0.34,0.27,0.34,35000000.0,35000000.0,0.0,0.0,1.0,0.0
46,85.0,2000.0,27.0,10.0,1161.0,12.9,8.0,0.0,8.0,7.0,1.0,1.0,0.0,0.0,6.2,5.5,1.5,6.9,32.0,34.0,81.0,0.62,0.0,0.62,0.54,0.54,0.48,0.11,0.6,0.42,0.54,50000000.0,50000000.0,1.0,0.0,0.0,0.0
48,89.0,1996.0,7.0,3.0,267.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,0.3,1.1,11.0,10.0,9.0,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,4000000.0,7000000.0,0.0,0.0,0.0,1.0
51,97.0,1996.0,22.0,8.0,877.0,9.7,4.0,1.0,5.0,3.0,1.0,1.0,5.0,0.0,1.7,0.9,1.0,1.9,26.0,52.0,26.0,0.41,0.1,0.51,0.31,0.41,0.17,0.1,0.28,0.09,0.2,6000000.0,22000000.0,0.0,0.0,1.0,0.0
52,102.0,2002.0,18.0,1.0,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,1.7,17.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.37,0.31,0.68,0.37,0.68,3500000.0,3500000.0,0.0,0.0,1.0,0.0
53,103.0,1993.0,35.0,33.0,2792.0,31.0,9.0,2.0,11.0,9.0,0.0,0.0,2.0,0.0,6.0,6.0,4.7,10.7,79.0,109.0,211.0,0.29,0.06,0.35,0.29,0.35,0.19,0.15,0.35,0.19,0.35,15000000.0,45000000.0,0.0,1.0,0.0,0.0
55,106.0,1994.0,29.0,28.0,2406.0,26.7,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,1.2,2.8,12.0,99.0,8.0,0.07,0.07,0.15,0.07,0.15,0.06,0.04,0.11,0.06,0.11,11000000.0,13000000.0,0.0,0.0,0.0,1.0
56,109.0,1999.0,27.0,10.0,1141.0,12.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.3,29.0,46.0,67.0,0.24,0.08,0.32,0.24,0.32,0.18,0.08,0.26,0.18,0.26,5000000.0,6000000.0,0.0,1.0,0.0,0.0
57,113.0,2000.0,16.0,6.0,593.0,6.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.4,1.6,1.0,25.0,8.0,0.15,0.15,0.3,0.15,0.3,0.18,0.05,0.24,0.18,0.24,8000000.0,8000000.0,0.0,0.0,0.0,1.0
58,114.0,1990.0,32.0,20.0,1768.0,19.6,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,6.4,6.4,1.3,7.7,45.0,27.0,114.0,0.25,0.15,0.41,0.25,0.41,0.33,0.06,0.39,0.33,0.39,9000000.0,18000000.0,0.0,0.0,1.0,0.0
59,115.0,2000.0,22.0,20.0,1599.0,17.8,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,5.6,5.6,2.2,7.8,79.0,67.0,145.0,0.23,0.06,0.28,0.23,0.28,0.32,0.12,0.44,0.32,0.44,70000000.0,75000000.0,0.0,0.0,0.0,1.0
60,115.0,2000.0,22.0,20.0,1599.0,17.8,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,5.6,5.6,2.2,7.8,79.0,67.0,145.0,0.23,0.06,0.28,0.23,0.28,0.32,0.12,0.44,0.32,0.44,400000.0,400000.0,0.0,0.0,0.0,1.0
61,117.0,1994.0,26.0,19.0,1726.0,19.2,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,3.5,5.7,55.0,28.0,192.0,0.1,0.31,0.42,0.1,0.42,0.11,0.18,0.3,0.11,0.3,1800000.0,2000000.0,0.0,0.0,1.0,0.0
62,118.0,1995.0,3.0,3.0,210.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.8,6.0,3.0,4.0,0.43,0.0,0.43,0.43,0.43,0.15,0.19,0.34,0.15,0.34,1000000.0,1500000.0,1.0,0.0,0.0,0.0
63,119.0,1998.0,14.0,6.0,487.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.3,1.4,12.0,34.0,32.0,0.18,0.18,0.37,0.18,0.37,0.2,0.05,0.25,0.2,0.25,15000000.0,55000000.0,0.0,1.0,0.0,0.0
64,120.0,2002.0,11.0,1.0,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,16.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,3000000.0,10000000.0,0.0,0.0,1.0,0.0
66,123.0,1995.0,11.0,11.0,891.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.2,0.2,1.5,1.8,8.0,32.0,7.0,0.0,0.1,0.1,0.0,0.1,0.02,0.16,0.18,0.02,0.18,13000000.0,25000000.0,0.0,0.0,1.0,0.0
67,124.0,1989.0,10.0,4.0,493.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.2,0.5,3.0,32.0,7.0,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1,3500000.0,15000000.0,1.0,0.0,0.0,0.0
68,126.0,2001.0,6.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,8000000.0,0.0,0.0,1.0,0.0
69,127.0,2003.0,4.0,1.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.29,0.19,0.29,400000.0,400000.0,1.0,0.0,0.0,0.0
70,129.0,1996.0,20.0,12.0,1155.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.8,2.3,19.0,39.0,62.0,0.16,0.0,0.16,0.16,0.16,0.12,0.06,0.18,0.12,0.18,15000000.0,15000000.0,0.0,0.0,1.0,0.0
71,130.0,1997.0,28.0,14.0,1298.0,14.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,1.3,3.2,38.0,16.0,68.0,0.07,0.07,0.14,0.07,0.14,0.13,0.09,0.22,0.13,0.22,12000000.0,18000000.0,1.0,0.0,0.0,0.0
72,131.0,1992.0,29.0,13.0,1289.0,14.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,2.2,4.6,57.0,73.0,84.0,0.14,0.07,0.21,0.14,0.21,0.17,0.15,0.32,0.17,0.32,6000000.0,8000000.0,1.0,0.0,0.0,0.0
73,134.0,2004.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,1.0
74,135.0,2001.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,50000.0,150000.0,1.0,0.0,0.0,0.0
75,135.0,2001.0,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,3500000.0,3500000.0,0.0,0.0,1.0,0.0
77,138.0,1990.0,32.0,11.0,1051.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.5,3.2,39.0,67.0,34.0,0.09,0.0,0.09,0.09,0.09,0.14,0.13,0.27,0.14,0.27,2000000.0,7500000.0,0.0,1.0,0.0,0.0
79,140.0,1998.0,27.0,14.0,1342.0,14.9,7.0,1.0,8.0,5.0,2.0,2.0,3.0,0.0,7.2,5.7,0.8,6.4,11.0,21.0,82.0,0.47,0.07,0.54,0.34,0.4,0.48,0.05,0.54,0.38,0.43,200000.0,200000.0,0.0,1.0,0.0,0.0
80,142.0,1994.0,22.0,18.0,1477.0,16.4,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.6,4.6,1.5,6.1,28.0,28.0,99.0,0.12,0.12,0.24,0.12,0.24,0.28,0.09,0.37,0.28,0.37,4000000.0,4000000.0,0.0,0.0,1.0,0.0
81,143.0,1997.0,13.0,7.0,727.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,1.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,6500000.0,25000000.0,0.0,1.0,0.0,0.0
82,145.0,1996.0,27.0,13.0,1236.0,13.7,8.0,6.0,14.0,8.0,0.0,1.0,1.0,0.0,5.8,5.0,4.6,9.6,50.0,57.0,90.0,0.58,0.44,1.02,0.58,1.02,0.42,0.33,0.75,0.36,0.7,25000000.0,90000000.0,0.0,0.0,1.0,0.0
83,146.0,2001.0,19.0,6.0,633.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,9.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,2000000.0,2000000.0,0.0,0.0,1.0,0.0
84,147.0,2002.0,8.0,0.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.2,1.8,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.88,0.1,0.98,0.88,0.98,800000.0,800000.0,0.0,0.0,0.0,1.0
85,148.0,2002.0,17.0,4.0,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.3,5.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.25,0.08,0.25,12000000.0,12000000.0,1.0,0.0,0.0,0.0
86,149.0,1987.0,33.0,30.0,2762.0,30.7,12.0,3.0,15.0,10.0,2.0,3.0,5.0,0.0,11.0,8.7,5.2,13.9,78.0,153.0,231.0,0.39,0.1,0.49,0.33,0.42,0.36,0.17,0.53,0.28,0.45,7000000.0,25000000.0,0.0,0.0,1.0,0.0
87,152.0,2005.0,4.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,150000.0,150000.0,0.0,0.0,1.0,0.0
88,153.0,1989.0,15.0,5.0,554.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.4,1.9,9.0,3.0,29.0,0.16,0.0,0.16,0.16,0.16,0.24,0.07,0.3,0.24,0.3,7000000.0,75000000.0,0.0,0.0,1.0,0.0
89,154.0,1989.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,1.18,1.18,7000000.0,75000000.0,1.0,0.0,0.0,0.0
90,160.0,1991.0,22.0,16.0,1289.0,14.3,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.5,1.7,2.0,3.7,20.0,76.0,56.0,0.14,0.14,0.28,0.07,0.21,0.17,0.14,0.31,0.12,0.26,1000000.0,2500000.0,1.0,0.0,0.0,0.0
92,163.0,1997.0,24.0,14.0,1158.0,12.9,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,5.9,5.9,1.1,7.0,14.0,11.0,46.0,0.47,0.08,0.54,0.47,0.54,0.46,0.08,0.54,0.46,0.54,20000000.0,20000000.0,0.0,0.0,1.0,0.0
93,164.0,2003.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.54,0.63,0.1,0.63,4000000.0,4000000.0,0.0,1.0,0.0,0.0
94,166.0,1989.0,12.0,1.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3,0.0,0.3,3.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.31,0.07,0.09,2200000.0,18000000.0,0.0,0.0,1.0,0.0
95,167.0,1991.0,35.0,28.0,2444.0,27.2,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,2.9,2.9,2.7,5.5,74.0,57.0,163.0,0.15,0.07,0.22,0.15,0.22,0.11,0.1,0.2,0.11,0.2,6000000.0,10000000.0,0.0,0.0,1.0,0.0
96,170.0,2001.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,0.0,1.0,0.0,0.0
97,171.0,1995.0,20.0,6.0,726.0,8.1,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.1,3.1,2.4,5.6,9.0,28.0,40.0,0.5,0.12,0.62,0.5,0.62,0.39,0.3,0.69,0.39,0.69,12000000.0,25000000.0,0.0,0.0,1.0,0.0
98,174.0,1996.0,25.0,17.0,1466.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.2,0.7,3.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,3000000.0,3500000.0,0.0,0.0,1.0,0.0
99,183.0,1997.0,30.0,23.0,1780.0,19.8,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,4.9,4.9,3.7,8.6,79.0,26.0,171.0,0.2,0.15,0.35,0.2,0.35,0.25,0.19,0.44,0.25,0.44,25000000.0,45000000.0,0.0,1.0,0.0,0.0
100,186.0,2000.0,7.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,500000.0,600000.0,0.0,0.0,0.0,1.0
101,187.0,2004.0,11.0,6.0,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.4,1.2,10.0,24.0,1.0,0.17,0.0,0.17,0.17,0.17,0.13,0.06,0.2,0.13,0.2,13000000.0,13000000.0,0.0,0.0,1.0,0.0
102,188.0,1999.0,19.0,8.0,940.0,10.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,22.0,29.0,47.0,0.1,0.1,0.19,0.1,0.19,0.12,0.11,0.23,0.12,0.23,8000000.0,10000000.0,0.0,0.0,1.0,0.0
103,189.0,1999.0,14.0,6.0,662.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.1,2.7,21.0,38.0,77.0,0.14,0.0,0.14,0.14,0.14,0.22,0.15,0.37,0.22,0.37,8000000.0,10000000.0,0.0,0.0,1.0,0.0
104,191.0,1994.0,3.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,40000000.0,0.0,1.0,0.0,0.0
105,194.0,2003.0,25.0,23.0,1717.0,19.1,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,2.3,2.3,1.6,3.9,56.0,68.0,88.0,0.21,0.0,0.21,0.21,0.21,0.12,0.08,0.2,0.12,0.2,10000000.0,10000000.0,0.0,0.0,1.0,0.0
