Rk,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,highest_market_value_in_eur,Pos_FW,Pos_FWMF,Pos_MF,Pos_MFFW,market_value_in_eur
558.0,2002.0,30.0,16.0,1408.0,15.6,4.0,2.0,6.0,4.0,0.0,1.0,4.0,0.0,5.3,4.6,1.4,6.0,0.09090909090909091,0.07167235494880546,0.3668831168831169,0.26,0.13,0.38,0.26,0.38,0.34,0.09,0.43,0.29,0.38,5000000.0,0.0,0.0,1.0,0.0,5000000.0
559.0,1999.0,25.0,9.0,866.0,9.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.5,0.1888111888111888,0.16723549488054607,0.19480519480519481,0.31,0.1,0.42,0.31,0.42,0.19,0.17,0.36,0.19,0.36,2500000.0,0.0,1.0,0.0,0.0,2500000.0
561.0,1996.0,21.0,13.0,1200.0,13.3,7.0,5.0,12.0,7.0,0.0,0.0,2.0,1.0,4.0,4.0,4.8,8.8,0.6013986013986014,0.20136518771331058,0.8376623376623377,0.52,0.37,0.9,0.52,0.9,0.3,0.36,0.66,0.3,0.66,65000000.0,0.0,1.0,0.0,0.0,65000000.0
563.0,1996.0,30.0,24.0,2050.0,22.8,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,1.6,3.9,0.18181818181818182,0.43686006825938567,0.16558441558441558,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.17,0.1,0.17,5000000.0,0.0,1.0,0.0,0.0,5000000.0
567.0,1997.0,26.0,17.0,1620.0,18.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,2.5,2.7,0.06293706293706294,0.19795221843003413,0.029220779220779224,0.0,0.11,0.11,0.0,0.11,0.01,0.14,0.15,0.01,0.15,20000000.0,0.0,0.0,1.0,0.0,10000000.0
572.0,1991.0,16.0,9.0,748.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.07692307692307693,0.09897610921501707,0.08766233766233766,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.24,0.12,0.24,24000000.0,0.0,0.0,1.0,0.0,5000000.0
574.0,1996.0,12.0,1.0,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,0.06293706293706294,0.013651877133105802,0.08116883116883117,0.0,0.0,0.0,0.0,0.0,0.61,0.04,0.65,0.61,0.65,18000000.0,0.0,1.0,0.0,0.0,15000000.0
576.0,1995.0,30.0,11.0,1191.0,13.2,6.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,5.6,5.6,3.3,8.9,0.25874125874125875,0.17747440273037543,0.4025974025974026,0.45,0.08,0.53,0.45,0.53,0.42,0.25,0.67,0.42,0.67,45000000.0,0.0,0.0,0.0,1.0,35000000.0
577.0,1994.0,24.0,10.0,832.0,9.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,3.2,3.2,1.2,4.4,0.1258741258741259,0.08532423208191127,0.18831168831168832,0.32,0.11,0.43,0.32,0.43,0.35,0.13,0.48,0.35,0.48,38000000.0,0.0,0.0,0.0,1.0,14000000.0
579.0,2001.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006825938566552901,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1.0,0.0,0.0,0.0,900000.0
582.0,1988.0,21.0,15.0,1143.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,3.2,3.2,0.7,3.9,0.1258741258741259,0.04436860068259386,0.18181818181818182,0.08,0.0,0.08,0.08,0.08,0.25,0.06,0.3,0.25,0.3,60000000.0,0.0,1.0,0.0,0.0,3500000.0
593.0,1986.0,23.0,19.0,1696.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.0,1.1,0.13986013986013987,0.35494880546075086,0.061688311688311695,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,5000000.0,0.0,0.0,1.0,0.0,250000.0
594.0,1992.0,20.0,7.0,788.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,0.5,1.8,0.1258741258741259,0.16382252559726962,0.2207792207792208,0.11,0.0,0.11,0.11,0.11,0.16,0.05,0.21,0.16,0.21,150000000.0,0.0,0.0,0.0,1.0,14000000.0
596.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,1.0,0.0,0.0,1000000.0
604.0,2000.0,5.0,1.0,174.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.04895104895104895,0.0034129692832764505,0.045454545454545456,0.52,0.0,0.52,0.52,0.52,0.23,0.07,0.3,0.23,0.3,2500000.0,0.0,1.0,0.0,0.0,2500000.0
604.0,2000.0,5.0,1.0,174.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.04895104895104895,0.0034129692832764505,0.045454545454545456,0.52,0.0,0.52,0.52,0.52,0.23,0.07,0.3,0.23,0.3,2000000.0,0.0,0.0,1.0,0.0,2000000.0
610.0,1999.0,15.0,11.0,902.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.5,2.5,0.0979020979020979,0.04436860068259386,0.12987012987012989,0.2,0.0,0.2,0.2,0.2,0.2,0.05,0.25,0.2,0.25,32000000.0,0.0,0.0,0.0,1.0,30000000.0
611.0,1999.0,11.0,2.0,377.0,4.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.2,0.04195804195804196,0.023890784982935155,0.061688311688311695,0.0,0.48,0.48,0.0,0.48,0.34,0.2,0.53,0.34,0.53,32000000.0,0.0,0.0,1.0,0.0,30000000.0
615.0,2004.0,5.0,5.0,316.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,0.07692307692307693,0.030716723549488054,0.09415584415584416,0.0,0.28,0.28,0.0,0.28,0.08,0.23,0.31,0.08,0.31,2500000.0,0.0,0.0,1.0,0.0,2500000.0
620.0,1996.0,9.0,4.0,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,0.03496503496503497,0.08532423208191127,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,18000000.0,0.0,0.0,0.0,1.0,12000000.0
621.0,1998.0,28.0,13.0,1129.0,12.5,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,2.8,6.3,0.1258741258741259,0.05802047781569966,0.24675324675324678,0.32,0.32,0.64,0.32,0.64,0.28,0.22,0.5,0.28,0.5,22000000.0,0.0,0.0,1.0,0.0,20000000.0
624.0,2004.0,6.0,1.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.013986013986013986,0.030716723549488054,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.15,0.06,0.15,1000000.0,0.0,0.0,1.0,0.0,1000000.0
625.0,2000.0,23.0,7.0,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.5,1.5,1.0,2.5,0.04895104895104895,0.11262798634812286,0.12012987012987014,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.28,0.17,0.28,20000000.0,0.0,1.0,0.0,0.0,15000000.0
628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,0.07692307692307693,0.11262798634812286,0.061688311688311695,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,1200000.0,0.0,1.0,0.0,0.0,250000.0
628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,0.07692307692307693,0.11262798634812286,0.061688311688311695,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,1500000.0,1.0,0.0,0.0,0.0,400000.0
628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,0.07692307692307693,0.11262798634812286,0.061688311688311695,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,25000000.0,0.0,1.0,0.0,0.0,25000000.0
628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,0.07692307692307693,0.11262798634812286,0.061688311688311695,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,25000000.0,0.0,0.0,1.0,0.0,12000000.0
628.0,2001.0,11.0,10.0,815.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.4,1.4,0.6,2.0,0.07692307692307693,0.11262798634812286,0.061688311688311695,0.33,0.22,0.55,0.33,0.55,0.16,0.07,0.22,0.16,0.22,5000000.0,0.0,0.0,0.0,1.0,5000000.0
631.0,1997.0,10.0,6.0,479.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,0.08391608391608392,0.006825938566552901,0.11363636363636365,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,50000000.0,0.0,1.0,0.0,0.0,27000000.0
632.0,2004.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,1.0,0.0,100000.0
636.0,1993.0,33.0,33.0,2900.0,32.2,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,2.7,2.7,6.4,9.2,0.6853146853146853,0.6928327645051194,0.21753246753246755,0.16,0.06,0.22,0.16,0.22,0.08,0.2,0.28,0.08,0.28,16000000.0,0.0,1.0,0.0,0.0,16000000.0
640.0,1998.0,33.0,14.0,1352.0,15.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.5,1.5,1.5,3.0,0.38461538461538464,0.20477815699658702,0.2142857142857143,0.27,0.13,0.4,0.27,0.4,0.1,0.1,0.2,0.1,0.2,10000000.0,0.0,0.0,0.0,1.0,9000000.0
644.0,1998.0,19.0,4.0,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,0.2,1.3,0.013986013986013986,0.10238907849829351,0.04220779220779221,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,18000000.0,0.0,0.0,0.0,1.0,12000000.0
649.0,2001.0,29.0,9.0,1049.0,11.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,1.9,3.6,0.3006993006993007,0.18771331058020477,0.19155844155844157,0.0,0.09,0.09,0.0,0.09,0.15,0.16,0.31,0.15,0.31,30000000.0,0.0,0.0,1.0,0.0,27000000.0
650.0,1998.0,2.0,0.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,1.0,2500000.0
656.0,1991.0,23.0,12.0,1038.0,11.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,0.5,3.4,0.06993006993006994,0.034129692832764506,0.2207792207792208,0.17,0.09,0.26,0.17,0.26,0.25,0.04,0.29,0.25,0.29,12000000.0,0.0,0.0,1.0,0.0,2000000.0
658.0,1991.0,27.0,24.0,1696.0,18.8,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,2.6,2.6,1.6,4.3,0.23076923076923078,0.32081911262798635,0.262987012987013,0.21,0.05,0.27,0.21,0.27,0.14,0.09,0.23,0.14,0.23,4000000.0,0.0,0.0,1.0,0.0,1800000.0
662.0,1991.0,8.0,2.0,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.2,0.006993006993006993,0.023890784982935155,0.00974025974025974,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,27000000.0,0.0,0.0,1.0,0.0,3000000.0
663.0,1991.0,6.0,4.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.04778156996587031,0.00974025974025974,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,27000000.0,0.0,0.0,1.0,0.0,3000000.0
667.0,1991.0,11.0,5.0,465.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.7,3.3,0.013986013986013986,0.030716723549488054,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.49,0.14,0.64,0.49,0.64,16000000.0,0.0,0.0,1.0,0.0,10000000.0
669.0,1996.0,22.0,8.0,863.0,9.6,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.8,3.8,0.3,4.1,0.06993006993006994,0.07508532423208192,0.2142857142857143,0.31,0.0,0.31,0.31,0.31,0.4,0.03,0.43,0.4,0.43,50000000.0,0.0,0.0,1.0,0.0,15000000.0
670.0,1997.0,20.0,14.0,1157.0,12.9,5.0,5.0,10.0,5.0,0.0,0.0,4.0,0.0,3.1,3.1,3.7,6.9,0.6993006993006993,0.21843003412969283,0.5162337662337663,0.39,0.39,0.78,0.39,0.78,0.24,0.29,0.53,0.24,0.53,120000000.0,0.0,0.0,0.0,1.0,60000000.0
671.0,1996.0,6.0,0.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.03496503496503497,0.013651877133105802,0.03571428571428572,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.41,0.15,0.41,2800000.0,0.0,0.0,1.0,0.0,2500000.0
672.0,1996.0,8.0,4.0,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.8,0.06293706293706294,0.020477815699658702,0.07467532467532469,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.25,0.05,0.25,2800000.0,0.0,1.0,0.0,0.0,2500000.0
674.0,1993.0,23.0,15.0,1364.0,15.2,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,2.2,4.2,0.14685314685314685,0.26621160409556316,0.06493506493506494,0.2,0.2,0.4,0.2,0.4,0.13,0.14,0.28,0.13,0.28,32000000.0,1.0,0.0,0.0,0.0,9000000.0
676.0,1991.0,6.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02097902097902098,0.05460750853242321,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,17000000.0,0.0,0.0,1.0,0.0,4000000.0
679.0,1995.0,19.0,7.0,693.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.5,0.006993006993006993,0.05802047781569966,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,32000000.0,0.0,0.0,1.0,0.0,17000000.0
680.0,1995.0,4.0,2.0,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.006993006993006993,0.020477815699658702,0.00974025974025974,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29,32000000.0,0.0,1.0,0.0,0.0,17000000.0
681.0,1997.0,18.0,6.0,701.0,7.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.8,1.8,0.6,2.4,0.16083916083916083,0.05460750853242321,0.19805194805194806,0.26,0.26,0.51,0.26,0.51,0.23,0.07,0.31,0.23,0.31,17000000.0,0.0,1.0,0.0,0.0,10000000.0
688.0,1994.0,26.0,19.0,1587.0,17.6,6.0,1.0,7.0,6.0,0.0,1.0,3.0,0.0,7.1,6.4,1.6,8.0,0.14685314685314685,0.09215017064846416,0.35714285714285715,0.34,0.06,0.4,0.34,0.4,0.4,0.09,0.5,0.36,0.45,6000000.0,0.0,0.0,0.0,1.0,6000000.0
690.0,1991.0,14.0,6.0,485.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.4,1.7,0.027972027972027972,0.013651877133105802,0.05194805194805195,0.19,0.0,0.19,0.19,0.19,0.25,0.07,0.32,0.25,0.32,17000000.0,0.0,0.0,0.0,1.0,1500000.0
691.0,1994.0,16.0,15.0,1211.0,13.5,2.0,6.0,8.0,2.0,0.0,0.0,1.0,0.0,5.1,5.1,4.4,9.5,0.5034965034965035,0.27986348122866894,0.38311688311688313,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7,25000000.0,0.0,0.0,0.0,1.0,13000000.0
692.0,1998.0,30.0,27.0,2236.0,24.8,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,2.3,2.3,3.1,5.5,0.44755244755244755,0.4402730375426621,0.28571428571428575,0.08,0.08,0.16,0.08,0.16,0.09,0.13,0.22,0.09,0.22,25000000.0,1.0,0.0,0.0,0.0,25000000.0
693.0,1988.0,2.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.006993006993006993,0.0034129692832764505,0.006493506493506494,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,1700000.0,0.0,0.0,1.0,0.0,500000.0
694.0,1994.0,34.0,22.0,1914.0,21.3,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,3.3,3.3,2.7,6.0,0.34965034965034963,0.20136518771331058,0.5487012987012987,0.09,0.09,0.19,0.09,0.19,0.15,0.13,0.28,0.15,0.28,5000000.0,0.0,0.0,1.0,0.0,1500000.0
697.0,1988.0,22.0,14.0,1214.0,13.5,4.0,4.0,8.0,3.0,1.0,1.0,1.0,1.0,2.7,1.9,4.0,5.9,0.3356643356643357,0.27303754266211605,0.25,0.3,0.3,0.59,0.22,0.52,0.2,0.29,0.49,0.14,0.44,65000000.0,0.0,0.0,0.0,1.0,10000000.0
706.0,1999.0,18.0,11.0,819.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,0.06293706293706294,0.09556313993174062,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,75000.0,0.0,0.0,1.0,0.0,50000.0
706.0,1999.0,18.0,11.0,819.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,0.06293706293706294,0.09556313993174062,0.01948051948051948,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,15000000.0,1.0,0.0,0.0,0.0,8000000.0
711.0,1998.0,28.0,14.0,1066.0,11.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.2,2.2,1.7,4.0,0.27972027972027974,0.11262798634812286,0.275974025974026,0.17,0.0,0.17,0.17,0.17,0.19,0.15,0.33,0.19,0.33,3000000.0,0.0,1.0,0.0,0.0,3000000.0
712.0,1998.0,5.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.5,0.006993006993006993,0.010238907849829351,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,1000000.0,0.0,0.0,0.0,1.0,1000000.0
714.0,1999.0,29.0,22.0,2033.0,22.6,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,4.6,4.6,3.1,7.7,0.5594405594405595,0.29692832764505117,0.7240259740259741,0.18,0.09,0.27,0.18,0.27,0.2,0.14,0.34,0.2,0.34,21000000.0,0.0,0.0,1.0,0.0,15000000.0
716.0,1999.0,29.0,23.0,1636.0,18.2,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,5.2,5.2,4.5,9.7,0.5034965034965035,0.3651877133105802,0.30844155844155846,0.28,0.28,0.55,0.28,0.55,0.28,0.25,0.53,0.28,0.53,25000000.0,0.0,0.0,1.0,0.0,20000000.0
717.0,1997.0,14.0,9.0,818.0,9.1,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,2.2,2.2,1.3,3.5,0.1888111888111888,0.13310580204778158,0.30194805194805197,0.44,0.22,0.66,0.44,0.66,0.25,0.14,0.39,0.25,0.39,75000000.0,1.0,0.0,0.0,0.0,75000000.0
718.0,2004.0,2.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,1.0,0.0,0.0,0.0,500000.0
719.0,2000.0,10.0,1.0,194.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.1,1.6,0.03496503496503497,0.0034129692832764505,0.07467532467532469,0.46,0.0,0.46,0.46,0.46,0.71,0.04,0.76,0.71,0.76,10000000.0,0.0,0.0,1.0,0.0,8000000.0
720.0,2000.0,14.0,9.0,740.0,8.2,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,4.9,4.1,0.6,4.7,0.027972027972027972,0.023890784982935155,0.15259740259740262,0.36,0.0,0.36,0.24,0.24,0.59,0.08,0.67,0.49,0.57,10000000.0,0.0,1.0,0.0,0.0,8000000.0
722.0,1998.0,11.0,4.0,395.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,0.3,2.8,0.055944055944055944,0.017064846416382253,0.07142857142857144,0.23,0.0,0.23,0.23,0.23,0.57,0.07,0.64,0.57,0.64,1000000.0,0.0,0.0,1.0,0.0,1000000.0
727.0,1991.0,8.0,0.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.006993006993006993,0.020477815699658702,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.16,0.23,0.39,0.16,0.39,2500000.0,0.0,0.0,1.0,0.0,600000.0
733.0,2000.0,18.0,12.0,1007.0,11.2,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,1.4,2.9,0.2937062937062937,0.15017064846416384,0.23051948051948054,0.09,0.36,0.45,0.09,0.45,0.13,0.13,0.26,0.13,0.26,20000000.0,0.0,1.0,0.0,0.0,18000000.0
748.0,1998.0,30.0,27.0,2175.0,24.2,5.0,4.0,9.0,5.0,0.0,0.0,3.0,0.0,6.5,6.5,2.8,9.4,0.5034965034965035,0.19795221843003413,0.5162337662337663,0.21,0.17,0.37,0.21,0.37,0.27,0.12,0.39,0.27,0.39,15000000.0,1.0,0.0,0.0,0.0,15000000.0
755.0,1997.0,4.0,2.0,197.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.013986013986013986,0.006825938566552901,0.029220779220779224,0.0,0.46,0.46,0.0,0.46,0.02,0.18,0.2,0.02,0.2,23000000.0,0.0,1.0,0.0,0.0,9000000.0
756.0,1997.0,12.0,4.0,384.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.027972027972027972,0.013651877133105802,0.061688311688311695,0.23,0.0,0.23,0.23,0.23,0.12,0.1,0.22,0.12,0.22,23000000.0,1.0,0.0,0.0,0.0,9000000.0
758.0,1998.0,28.0,23.0,2060.0,22.9,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,2.2,2.2,2.2,4.5,0.24475524475524477,0.4300341296928328,0.2337662337662338,0.13,0.09,0.22,0.13,0.22,0.1,0.1,0.2,0.1,0.2,17500000.0,0.0,0.0,1.0,0.0,15000000.0
764.0,1998.0,8.0,2.0,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.023890784982935155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,1.0,0.0,0.0,8000000.0
767.0,2002.0,9.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.013986013986013986,0.030716723549488054,0.003246753246753247,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.2,0.05,0.2,800000.0,0.0,0.0,0.0,1.0,800000.0
768.0,1993.0,22.0,14.0,1263.0,14.0,4.0,2.0,6.0,4.0,0.0,0.0,6.0,1.0,2.2,2.2,2.0,4.2,0.13286713286713286,0.11945392491467577,0.17532467532467533,0.29,0.14,0.43,0.29,0.43,0.16,0.14,0.3,0.16,0.3,25000000.0,0.0,0.0,1.0,0.0,12000000.0
771.0,2005.0,24.0,11.0,1099.0,12.2,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,1.6,1.6,1.5,3.1,0.25874125874125875,0.1945392491467577,0.262987012987013,0.25,0.08,0.33,0.25,0.33,0.13,0.12,0.25,0.13,0.25,15000000.0,0.0,1.0,0.0,0.0,15000000.0
774.0,2003.0,25.0,13.0,1141.0,12.7,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.7,2.9,2.9,5.8,0.1958041958041958,0.27986348122866894,0.262987012987013,0.16,0.16,0.32,0.08,0.24,0.29,0.23,0.52,0.23,0.46,2500000.0,0.0,0.0,0.0,1.0,2500000.0
776.0,1999.0,19.0,5.0,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.5,0.013986013986013986,0.051194539249146756,0.03571428571428572,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.07,0.07,0.07,8000000.0,0.0,0.0,0.0,1.0,8000000.0
780.0,1990.0,24.0,15.0,1213.0,13.5,4.0,3.0,7.0,4.0,0.0,0.0,3.0,1.0,2.4,2.4,2.0,4.3,0.0979020979020979,0.15017064846416384,0.19155844155844157,0.3,0.22,0.52,0.3,0.52,0.18,0.15,0.32,0.18,0.32,4000000.0,0.0,0.0,1.0,0.0,900000.0
784.0,1994.0,14.0,11.0,1049.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,0.3,1.1,0.09090909090909091,0.14334470989761092,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,17000000.0,0.0,0.0,1.0,0.0,4000000.0
785.0,1994.0,13.0,9.0,689.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.7,1.4,0.08391608391608392,0.13651877133105803,0.10714285714285715,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.18,0.1,0.18,17000000.0,0.0,0.0,0.0,1.0,4000000.0
